,Instrument,ESG Score,Date,Environmental Pillar Score,Governance Pillar Score,Social Pillar Score,Carbon Credit,Carbon Offsets/Credits,Internal Carbon Price per Tonne Score Score,Women Managers,Women Employees,Gender Pay Gap Percentage,Water Recycled,Water Recycled Score,Energy Use Total,Policy Energy Efficiency,Waste Total,Waste Recycled Total
0,24CSm.BK,,,,,,,,,,,,,,,,,
1,24CSmf.BK,,,,,,,,,,,,,,,,,
2,24CSmol.BK,,,,,,,,,,,,,,,,,
3,24CSmva.BK,,,,,,,,,,,,,,,,,
4,2S.BK,,,,,,,,,,,,,,,,,
5,2Sf.BK,,,,,,,,,,,,,,,,,
6,2Sol.BK,,,,,,,,,,,,,,,,,
7,2Sva.BK,,,,,,,,,,,,,,,,,
8,3BBIFu.BK,,,,,,,,,,,,,,,,,
9,3BBIFuol.BK,,,,,,,,,,,,,,,,,
10,3BBIFuss.BK,,,,,,,,,,,,,,,,,
11,3BBIFuva.BK,,,,,,,,,,,,,,,,,
12,3K-BAT.BK,,,,,,,,,,,,,,,,,
13,3K-BATol.BK,,,,,,,,,,,,,,,,,
14,3K-BATva.BK,,,,,,,,,,,,,,,,,
15,3K-BATz.BK,,,,,,,,,,,,,,,,,
16,7UP.BK,,,,,,,,,,,,,,,,,
17,7UPf.BK,,,,,,,,,,,,,,,,,
18,7UPol.BK,,,,,,,,,,,,,,,,,
19,7UPss.BK,,,,,,,,,,,,,,,,,
20,7UPva.BK,,,,,,,,,,,,,,,,,
5561,THAIol.BK,44.2002367889247,2017-12-31,49.2738068338731,14.0365853658537,60.8979363634642,,695.0,,,,,,,117956249.459,True,2938.352,72.21
5562,THAIss.BK,38.5627193156703,2013-12-31,42.3240919836664,14.5977011494253,52.0304607558999,,,,,38.17,,,,113536808.63,True,,
5563,THAIss.BK,43.1331142173389,2014-12-31,50.6188403794787,11.2512218963832,59.1956305858987,,,,,39.45,,,,114167449.01,True,,
5564,THAIss.BK,43.0454350101914,2015-12-31,52.9866272790801,8.90522875816992,58.8072503163193,,,,,,,,,82934900.0,True,,
5565,THAIss.BK,44.162117865221,2016-12-31,63.3178559791463,7.87479787479786,54.4975195698209,,,,,,,,,92135900.0,True,227.391,62.109
5566,THAIss.BK,44.2002367889247,2017-12-31,49.2738068338731,14.0365853658537,60.8979363634642,,695.0,,,,,,,117956249.459,True,2938.352,72.21
5567,THAIva.BK,38.5627193156703,2013-12-31,42.3240919836664,14.5977011494253,52.0304607558999,,,,,38.17,,,,113536808.63,True,,
5568,THAIva.BK,43.1331142173389,2014-12-31,50.6188403794787,11.2512218963832,59.1956305858987,,,,,39.45,,,,114167449.01,True,,
5569,THAIva.BK,43.0454350101914,2015-12-31,52.9866272790801,8.90522875816992,58.8072503163193,,,,,,,,,82934900.0,True,,
5570,THAIva.BK,44.162117865221,2016-12-31,63.3178559791463,7.87479787479786,54.4975195698209,,,,,,,,,92135900.0,True,227.391,62.109
5571,THAIva.BK,44.2002367889247,2017-12-31,49.2738068338731,14.0365853658537,60.8979363634642,,695.0,,,,,,,117956249.459,True,2938.352,72.21
5572,THANAm.BK,,,,,,,,,,,,,,,,,
5573,THANAmf.BK,,,,,,,,,,,,,,,,,
5574,THANAmol.BK,,,,,,,,,,,,,,,,,
5575,THANAmva.BK,,,,,,,,,,,,,,,,,
5576,THANI.BK,35.3156635006846,2019-12-31,6.81004371072866,39.4174757281554,40.6143668229914,,,,42.424,53.333,,,,2069.896,True,,
5577,THANI.BK,47.6705299809675,2020-12-31,17.5725184439973,54.0973565441651,51.7440301797025,,,,39.474,54.678,,,,2045.16,True,,
5578,THANI.BK,52.3661212137368,2021-12-31,17.6736171132239,61.5187647615778,55.7950907969044,,,,38.462,54.624,,,,2318.39,True,,
5579,THANI.BK,50.4861976441161,2022-12-31,17.0219511360728,58.4141414141414,54.4474713133684,,,,40.0,54.979,,,,2123.25,True,,
5580,THANIf.BK,35.3156635006846,2019-12-31,6.81004371072866,39.4174757281554,40.6143668229914,,,,42.424,53.333,,,,2069.896,True,,
5581,THANIf.BK,47.6705299809675,2020-12-31,17.5725184439973,54.0973565441651,51.7440301797025,,,,39.474,54.678,,,,2045.16,True,,
5582,THANIf.BK,52.3661212137368,2021-12-31,17.6736171132239,61.5187647615778,55.7950907969044,,,,38.462,54.624,,,,2318.39,True,,
5583,THANIf.BK,50.4861976441161,2022-12-31,17.0219511360728,58.4141414141414,54.4474713133684,,,,40.0,54.979,,,,2123.25,True,,
5584,THANIol.BK,35.3156635006846,2019-12-31,6.81004371072866,39.4174757281554,40.6143668229914,,,,42.424,53.333,,,,2069.896,True,,
5585,THANIol.BK,47.6705299809675,2020-12-31,17.5725184439973,54.0973565441651,51.7440301797025,,,,39.474,54.678,,,,2045.16,True,,
5586,THANIol.BK,52.3661212137368,2021-12-31,17.6736171132239,61.5187647615778,55.7950907969044,,,,38.462,54.624,,,,2318.39,True,,
5587,THANIol.BK,50.4861976441161,2022-12-31,17.0219511360728,58.4141414141414,54.4474713133684,,,,40.0,54.979,,,,2123.25,True,,
5588,THANIss.BK,35.3156635006846,2019-12-31,6.81004371072866,39.4174757281554,40.6143668229914,,,,42.424,53.333,,,,2069.896,True,,
5589,THANIss.BK,47.6705299809675,2020-12-31,17.5725184439973,54.0973565441651,51.7440301797025,,,,39.474,54.678,,,,2045.16,True,,
5590,THANIss.BK,52.3661212137368,2021-12-31,17.6736171132239,61.5187647615778,55.7950907969044,,,,38.462,54.624,,,,2318.39,True,,
5591,THANIss.BK,50.4861976441161,2022-12-31,17.0219511360728,58.4141414141414,54.4474713133684,,,,40.0,54.979,,,,2123.25,True,,
5592,THANIva.BK,35.3156635006846,2019-12-31,6.81004371072866,39.4174757281554,40.6143668229914,,,,42.424,53.333,,,,2069.896,True,,
5593,THANIva.BK,47.6705299809675,2020-12-31,17.5725184439973,54.0973565441651,51.7440301797025,,,,39.474,54.678,,,,2045.16,True,,
5594,THANIva.BK,52.3661212137368,2021-12-31,17.6736171132239,61.5187647615778,55.7950907969044,,,,38.462,54.624,,,,2318.39,True,,
5595,THANIva.BK,50.4861976441161,2022-12-31,17.0219511360728,58.4141414141414,54.4474713133684,,,,40.0,54.979,,,,2123.25,True,,
5596,THCOM.BK,59.5913974711277,2020-12-31,39.2807764071037,81.2755211691382,56.5435399675084,,,,,36.441,,,,21701.538,True,,
5597,THCOM.BK,57.716216206991,2021-12-31,34.6372024557499,81.9776092226696,54.4415712065731,,,,,37.389,,,,20521.188,True,,
5598,THCOM.BK,51.5002488537323,2022-12-31,31.3218775820102,66.1666666666667,51.9009691561408,,,,,35.758,,,,16565.0,True,,
5599,THCOMf.BK,59.5913974711277,2020-12-31,39.2807764071037,81.2755211691382,56.5435399675084,,,,,36.441,,,,21701.538,True,,
5600,THCOMf.BK,57.716216206991,2021-12-31,34.6372024557499,81.9776092226696,54.4415712065731,,,,,37.389,,,,20521.188,True,,
5601,THCOMf.BK,51.5002488537323,2022-12-31,31.3218775820102,66.1666666666667,51.9009691561408,,,,,35.758,,,,16565.0,True,,
5602,THCOMol.BK,59.5913974711277,2020-12-31,39.2807764071037,81.2755211691382,56.5435399675084,,,,,36.441,,,,21701.538,True,,
5603,THCOMol.BK,57.716216206991,2021-12-31,34.6372024557499,81.9776092226696,54.4415712065731,,,,,37.389,,,,20521.188,True,,
5604,THCOMol.BK,51.5002488537323,2022-12-31,31.3218775820102,66.1666666666667,51.9009691561408,,,,,35.758,,,,16565.0,True,,
5605,THCOMss.BK,59.5913974711277,2020-12-31,39.2807764071037,81.2755211691382,56.5435399675084,,,,,36.441,,,,21701.538,True,,
5606,THCOMss.BK,57.716216206991,2021-12-31,34.6372024557499,81.9776092226696,54.4415712065731,,,,,37.389,,,,20521.188,True,,
5607,THCOMss.BK,51.5002488537323,2022-12-31,31.3218775820102,66.1666666666667,51.9009691561408,,,,,35.758,,,,16565.0,True,,
5608,THCOMva.BK,59.5913974711277,2020-12-31,39.2807764071037,81.2755211691382,56.5435399675084,,,,,36.441,,,,21701.538,True,,
5609,THCOMva.BK,57.716216206991,2021-12-31,34.6372024557499,81.9776092226696,54.4415712065731,,,,,37.389,,,,20521.188,True,,
5610,THCOMva.BK,51.5002488537323,2022-12-31,31.3218775820102,66.1666666666667,51.9009691561408,,,,,35.758,,,,16565.0,True,,
5611,THE.BK,,,,,,,,,,,,,,,,,
5612,THEf.BK,,,,,,,,,,,,,,,,,
5613,THEol.BK,,,,,,,,,,,,,,,,,
5614,THEva.BK,,,,,,,,,,,,,,,,,
5615,THf.BK,,,,,,,,,,,,,,,,,
5616,THG.BK,,,,,,,,,,,,,,,,,
5617,THGf.BK,,,,,,,,,,,,,,,,,
5618,THGol.BK,,,,,,,,,,,,,,,,,
5619,THGss.BK,,,,,,,,,,,,,,,,,
5620,THGva.BK,,,,,,,,,,,,,,,,,
5621,THIP.BK,40.3237311220894,2021-12-31,27.6227775478308,65.9168045280977,36.7129441496761,,,,,60.0,,31206.36,75.0,,True,1658.296,1658.295
5622,THIP.BK,35.9254404427699,2022-12-31,25.2266876430206,61.4048821548822,30.5698872117883,,,,,60.47,,30719.79,65.0,79821.806,True,1596.15,1270.13
5623,THIPf.BK,40.3237311220894,2021-12-31,27.6227775478308,65.9168045280977,36.7129441496761,,,,,60.0,,31206.36,75.0,,True,1658.296,1658.295
5624,THIPf.BK,35.9254404427699,2022-12-31,25.2266876430206,61.4048821548822,30.5698872117883,,,,,60.47,,30719.79,65.0,79821.806,True,1596.15,1270.13
5625,THIPol.BK,40.3237311220894,2021-12-31,27.6227775478308,65.9168045280977,36.7129441496761,,,,,60.0,,31206.36,75.0,,True,1658.296,1658.295
5626,THIPol.BK,35.9254404427699,2022-12-31,25.2266876430206,61.4048821548822,30.5698872117883,,,,,60.47,,30719.79,65.0,79821.806,True,1596.15,1270.13
5627,THIPva.BK,40.3237311220894,2021-12-31,27.6227775478308,65.9168045280977,36.7129441496761,,,,,60.0,,31206.36,75.0,,True,1658.296,1658.295
5628,THIPva.BK,35.9254404427699,2022-12-31,25.2266876430206,61.4048821548822,30.5698872117883,,,,,60.47,,30719.79,65.0,79821.806,True,1596.15,1270.13
5629,THMUIm.BK,,,,,,,,,,,,,,,,,
5630,THMUImf.BK,,,,,,,,,,,,,,,,,
5631,THMUImol.BK,,,,,,,,,,,,,,,,,
5632,THMUImva.BK,,,,,,,,,,,,,,,,,
5633,THol.BK,,,,,,,,,,,,,,,,,
5634,THRE.BK,,,,,,,,,,,,,,,,,
5635,THREf.BK,,,,,,,,,,,,,,,,,
5636,THREL.BK,51.4835192211195,2021-12-31,0.0,67.7942171031412,52.2124979568493,,,,,,,,,,False,,
5637,THREL.BK,49.6844232741599,2022-12-31,0.0,60.3190235690236,54.764601099751,,,,,69.0,,,,,False,,
5638,THRELf.BK,51.4835192211195,2021-12-31,0.0,67.7942171031412,52.2124979568493,,,,,,,,,,False,,
5639,THRELf.BK,49.6844232741599,2022-12-31,0.0,60.3190235690236,54.764601099751,,,,,69.0,,,,,False,,
5640,THRELol.BK,51.4835192211195,2021-12-31,0.0,67.7942171031412,52.2124979568493,,,,,,,,,,False,,
5641,THRELol.BK,49.6844232741599,2022-12-31,0.0,60.3190235690236,54.764601099751,,,,,69.0,,,,,False,,
5642,THRELva.BK,51.4835192211195,2021-12-31,0.0,67.7942171031412,52.2124979568493,,,,,,,,,,False,,
5643,THRELva.BK,49.6844232741599,2022-12-31,0.0,60.3190235690236,54.764601099751,,,,,69.0,,,,,False,,
5644,THREol.BK,,,,,,,,,,,,,,,,,
5645,THREss.BK,,,,,,,,,,,,,,,,,
5646,THREva.BK,,,,,,,,,,,,,,,,,
5647,THva.BK,,,,,,,,,,,,,,,,,
5648,TIDLOR.BK,16.2866286105555,2020-12-31,11.4108819584172,16.2024500322373,17.7632653164072,,,,,,,,,74230.255,True,,
5649,TIDLOR.BK,22.3599261835308,2021-12-31,12.6656222990493,16.2236372527598,29.6281595997464,,,,,,,,,59051.949,True,,
5650,TIDLOR.BK,21.7721288258225,2022-12-31,16.4201617079607,17.5252525252525,26.4083359491637,,,,,,,,,70520.825,True,,
5651,TIDLORol.BK,16.2866286105555,2020-12-31,11.4108819584172,16.2024500322373,17.7632653164072,,,,,,,,,74230.255,True,,
5652,TIDLORol.BK,22.3599261835308,2021-12-31,12.6656222990493,16.2236372527598,29.6281595997464,,,,,,,,,59051.949,True,,
5653,TIDLORol.BK,21.7721288258225,2022-12-31,16.4201617079607,17.5252525252525,26.4083359491637,,,,,,,,,70520.825,True,,
5654,TIDLORss.BK,16.2866286105555,2020-12-31,11.4108819584172,16.2024500322373,17.7632653164072,,,,,,,,,74230.255,True,,
5655,TIDLORss.BK,22.3599261835308,2021-12-31,12.6656222990493,16.2236372527598,29.6281595997464,,,,,,,,,59051.949,True,,
5656,TIDLORss.BK,21.7721288258225,2022-12-31,16.4201617079607,17.5252525252525,26.4083359491637,,,,,,,,,70520.825,True,,
5657,TIDLORva.BK,16.2866286105555,2020-12-31,11.4108819584172,16.2024500322373,17.7632653164072,,,,,,,,,74230.255,True,,
5658,TIDLORva.BK,22.3599261835308,2021-12-31,12.6656222990493,16.2236372527598,29.6281595997464,,,,,,,,,59051.949,True,,
5659,TIDLORva.BK,21.7721288258225,2022-12-31,16.4201617079607,17.5252525252525,26.4083359491637,,,,,,,,,70520.825,True,,
5660,TIDLORz.BK,16.2866286105555,2020-12-31,11.4108819584172,16.2024500322373,17.7632653164072,,,,,,,,,74230.255,True,,
5661,TIDLORz.BK,22.3599261835308,2021-12-31,12.6656222990493,16.2236372527598,29.6281595997464,,,,,,,,,59051.949,True,,
5662,TIDLORz.BK,21.7721288258225,2022-12-31,16.4201617079607,17.5252525252525,26.4083359491637,,,,,,,,,70520.825,True,,
5663,TIF1u.BK,,,,,,,,,,,,,,,,,
5664,TIF1uol.BK,,,,,,,,,,,,,,,,,
5665,TIF1uva.BK,,,,,,,,,,,,,,,,,
5666,TIF1uz.BK,,,,,,,,,,,,,,,,,
5667,TIGERm.BK,,,,,,,,,,,,,,,,,
5668,TIGERmf.BK,,,,,,,,,,,,,,,,,
5669,TIGERmol.BK,,,,,,,,,,,,,,,,,
5670,TIGERmva.BK,,,,,,,,,,,,,,,,,
5671,TIPCO.BK,,,,,,,,,,,,,,,,,
5672,TIPCOf.BK,,,,,,,,,,,,,,,,,
5673,TIPCOol.BK,,,,,,,,,,,,,,,,,
5674,TIPCOva.BK,,,,,,,,,,,,,,,,,
5675,TIPH.BK,,,,,,,,,,,,,,,,,
5676,TIPHf.BK,,,,,,,,,,,,,,,,,
5677,TIPHol.BK,,,,,,,,,,,,,,,,,
5678,TIPHss.BK,,,,,,,,,,,,,,,,,
5679,TIPHva.BK,,,,,,,,,,,,,,,,,
5680,TISCO.BK,61.3717574537784,2015-12-31,54.7076647708287,70.3867102396514,64.7666315911293,,,,,61.812,,,,34822.098,True,,
5681,TISCO.BK,62.8990122718663,2016-12-31,57.3776429196125,69.8406098406099,69.2295928784188,,,,43.243,57.392,,,,33132.755,True,,
5682,TISCO.BK,68.3702266646939,2017-12-31,58.5716914041722,76.719512195122,75.6739314850747,,,,44.915,58.303,,,,33156.99,True,,
5683,TISCO.BK,70.085669822067,2018-12-31,52.6721209427878,66.2962962962963,77.8915680234654,,,,44.628,64.089,,,,33394.8,True,,
5684,TISCO.BK,70.4490275621305,2019-12-31,77.2820039135778,53.2411177227964,80.9548722144528,,,,41.525,64.361,,,,31850.4,True,,
5685,TISCO.BK,67.8032257307398,2020-12-31,74.0154025369876,52.8444014614227,76.85690169214,,,,42.017,64.512,,,,28432.2,True,,
5686,TISCO.BK,63.0337093164262,2021-12-31,57.9046813049623,42.5899220692741,79.3610146443004,,,,41.739,64.665,,,,25878.1,True,,
5687,TISCO.BK,67.4741979695242,2022-12-31,54.4900412999395,58.6178451178451,77.6717898788482,,,,40.351,65.481,,,,,True,,
5688,TISCOf.BK,61.3717574537784,2015-12-31,54.7076647708287,70.3867102396514,64.7666315911293,,,,,61.812,,,,34822.098,True,,
5689,TISCOf.BK,62.8990122718663,2016-12-31,57.3776429196125,69.8406098406099,69.2295928784188,,,,43.243,57.392,,,,33132.755,True,,
5690,TISCOf.BK,68.3702266646939,2017-12-31,58.5716914041722,76.719512195122,75.6739314850747,,,,44.915,58.303,,,,33156.99,True,,
5691,TISCOf.BK,70.085669822067,2018-12-31,52.6721209427878,66.2962962962963,77.8915680234654,,,,44.628,64.089,,,,33394.8,True,,
5692,TISCOf.BK,70.4490275621305,2019-12-31,77.2820039135778,53.2411177227964,80.9548722144528,,,,41.525,64.361,,,,31850.4,True,,
5693,TISCOf.BK,67.8032257307398,2020-12-31,74.0154025369876,52.8444014614227,76.85690169214,,,,42.017,64.512,,,,28432.2,True,,
5694,TISCOf.BK,63.0337093164262,2021-12-31,57.9046813049623,42.5899220692741,79.3610146443004,,,,41.739,64.665,,,,25878.1,True,,
5695,TISCOf.BK,67.4741979695242,2022-12-31,54.4900412999395,58.6178451178451,77.6717898788482,,,,40.351,65.481,,,,,True,,
5696,TISCOol.BK,61.3717574537784,2015-12-31,54.7076647708287,70.3867102396514,64.7666315911293,,,,,61.812,,,,34822.098,True,,
5697,TISCOol.BK,62.8990122718663,2016-12-31,57.3776429196125,69.8406098406099,69.2295928784188,,,,43.243,57.392,,,,33132.755,True,,
5698,TISCOol.BK,68.3702266646939,2017-12-31,58.5716914041722,76.719512195122,75.6739314850747,,,,44.915,58.303,,,,33156.99,True,,
5699,TISCOol.BK,70.085669822067,2018-12-31,52.6721209427878,66.2962962962963,77.8915680234654,,,,44.628,64.089,,,,33394.8,True,,
5700,TISCOol.BK,70.4490275621305,2019-12-31,77.2820039135778,53.2411177227964,80.9548722144528,,,,41.525,64.361,,,,31850.4,True,,
5701,TISCOol.BK,67.8032257307398,2020-12-31,74.0154025369876,52.8444014614227,76.85690169214,,,,42.017,64.512,,,,28432.2,True,,
5702,TISCOol.BK,63.0337093164262,2021-12-31,57.9046813049623,42.5899220692741,79.3610146443004,,,,41.739,64.665,,,,25878.1,True,,
5703,TISCOol.BK,67.4741979695242,2022-12-31,54.4900412999395,58.6178451178451,77.6717898788482,,,,40.351,65.481,,,,,True,,
5704,TISCOss.BK,61.3717574537784,2015-12-31,54.7076647708287,70.3867102396514,64.7666315911293,,,,,61.812,,,,34822.098,True,,
5705,TISCOss.BK,62.8990122718663,2016-12-31,57.3776429196125,69.8406098406099,69.2295928784188,,,,43.243,57.392,,,,33132.755,True,,
5706,TISCOss.BK,68.3702266646939,2017-12-31,58.5716914041722,76.719512195122,75.6739314850747,,,,44.915,58.303,,,,33156.99,True,,
5707,TISCOss.BK,70.085669822067,2018-12-31,52.6721209427878,66.2962962962963,77.8915680234654,,,,44.628,64.089,,,,33394.8,True,,
5708,TISCOss.BK,70.4490275621305,2019-12-31,77.2820039135778,53.2411177227964,80.9548722144528,,,,41.525,64.361,,,,31850.4,True,,
5709,TISCOss.BK,67.8032257307398,2020-12-31,74.0154025369876,52.8444014614227,76.85690169214,,,,42.017,64.512,,,,28432.2,True,,
5710,TISCOss.BK,63.0337093164262,2021-12-31,57.9046813049623,42.5899220692741,79.3610146443004,,,,41.739,64.665,,,,25878.1,True,,
5711,TISCOss.BK,67.4741979695242,2022-12-31,54.4900412999395,58.6178451178451,77.6717898788482,,,,40.351,65.481,,,,,True,,
5712,TISCOva.BK,61.3717574537784,2015-12-31,54.7076647708287,70.3867102396514,64.7666315911293,,,,,61.812,,,,34822.098,True,,
5713,TISCOva.BK,62.8990122718663,2016-12-31,57.3776429196125,69.8406098406099,69.2295928784188,,,,43.243,57.392,,,,33132.755,True,,
5714,TISCOva.BK,68.3702266646939,2017-12-31,58.5716914041722,76.719512195122,75.6739314850747,,,,44.915,58.303,,,,33156.99,True,,
5715,TISCOva.BK,70.085669822067,2018-12-31,52.6721209427878,66.2962962962963,77.8915680234654,,,,44.628,64.089,,,,33394.8,True,,
5716,TISCOva.BK,70.4490275621305,2019-12-31,77.2820039135778,53.2411177227964,80.9548722144528,,,,41.525,64.361,,,,31850.4,True,,
5717,TISCOva.BK,67.8032257307398,2020-12-31,74.0154025369876,52.8444014614227,76.85690169214,,,,42.017,64.512,,,,28432.2,True,,
5718,TISCOva.BK,63.0337093164262,2021-12-31,57.9046813049623,42.5899220692741,79.3610146443004,,,,41.739,64.665,,,,25878.1,True,,
5719,TISCOva.BK,67.4741979695242,2022-12-31,54.4900412999395,58.6178451178451,77.6717898788482,,,,40.351,65.481,,,,,True,,
5720,TITLEm.BK,,,,,,,,,,,,,,,,,
5721,TITLEmf.BK,,,,,,,,,,,,,,,,,
5722,TITLEmol.BK,,,,,,,,,,,,,,,,,
5723,TITLEmva.BK,,,,,,,,,,,,,,,,,
5724,TK.BK,,,,,,,,,,,,,,,,,
5725,TKC.BK,,,,,,,,,,,,,,,,,
5726,TKCf.BK,,,,,,,,,,,,,,,,,
5727,TKCol.BK,,,,,,,,,,,,,,,,,
5728,TKCss.BK,,,,,,,,,,,,,,,,,
5729,TKCva.BK,,,,,,,,,,,,,,,,,
5730,TKf.BK,,,,,,,,,,,,,,,,,
5731,TKN.BK,43.1855991147407,2019-12-31,36.2971995439174,59.2556634304207,38.2701378227811,,,,,,,,,24328.058,True,,
5732,TKN.BK,47.5020736466298,2020-12-31,40.8893901438337,53.3569739952719,48.3233896299031,,,,,55.773,,,,50503.5,True,,
5733,TKN.BK,48.097103481546,2021-12-31,40.7434543561711,57.6048527223731,47.2759705666756,,,,,54.33,,,,48407.6,True,,
5734,TKN.BK,43.3595827437511,2022-12-31,36.4145229130657,50.0648148148148,43.9003546848578,,,,,,,,,50646.3,True,,
5735,TKNf.BK,43.1855991147407,2019-12-31,36.2971995439174,59.2556634304207,38.2701378227811,,,,,,,,,24328.058,True,,
5736,TKNf.BK,47.5020736466298,2020-12-31,40.8893901438337,53.3569739952719,48.3233896299031,,,,,55.773,,,,50503.5,True,,
5737,TKNf.BK,48.097103481546,2021-12-31,40.7434543561711,57.6048527223731,47.2759705666756,,,,,54.33,,,,48407.6,True,,
5738,TKNf.BK,43.3595827437511,2022-12-31,36.4145229130657,50.0648148148148,43.9003546848578,,,,,,,,,50646.3,True,,
5739,TKNol.BK,43.1855991147407,2019-12-31,36.2971995439174,59.2556634304207,38.2701378227811,,,,,,,,,24328.058,True,,
5740,TKNol.BK,47.5020736466298,2020-12-31,40.8893901438337,53.3569739952719,48.3233896299031,,,,,55.773,,,,50503.5,True,,
5741,TKNol.BK,48.097103481546,2021-12-31,40.7434543561711,57.6048527223731,47.2759705666756,,,,,54.33,,,,48407.6,True,,
5742,TKNol.BK,43.3595827437511,2022-12-31,36.4145229130657,50.0648148148148,43.9003546848578,,,,,,,,,50646.3,True,,
5743,TKNss.BK,43.1855991147407,2019-12-31,36.2971995439174,59.2556634304207,38.2701378227811,,,,,,,,,24328.058,True,,
5744,TKNss.BK,47.5020736466298,2020-12-31,40.8893901438337,53.3569739952719,48.3233896299031,,,,,55.773,,,,50503.5,True,,
5745,TKNss.BK,48.097103481546,2021-12-31,40.7434543561711,57.6048527223731,47.2759705666756,,,,,54.33,,,,48407.6,True,,
5746,TKNss.BK,43.3595827437511,2022-12-31,36.4145229130657,50.0648148148148,43.9003546848578,,,,,,,,,50646.3,True,,
5747,TKNva.BK,43.1855991147407,2019-12-31,36.2971995439174,59.2556634304207,38.2701378227811,,,,,,,,,24328.058,True,,
5748,TKNva.BK,47.5020736466298,2020-12-31,40.8893901438337,53.3569739952719,48.3233896299031,,,,,55.773,,,,50503.5,True,,
5749,TKNva.BK,48.097103481546,2021-12-31,40.7434543561711,57.6048527223731,47.2759705666756,,,,,54.33,,,,48407.6,True,,
5750,TKNva.BK,43.3595827437511,2022-12-31,36.4145229130657,50.0648148148148,43.9003546848578,,,,,,,,,50646.3,True,,
5751,TKol.BK,,,,,,,,,,,,,,,,,
5752,TKS.BK,,,,,,,,,,,,,,,,,
5753,TKSf.BK,,,,,,,,,,,,,,,,,
5754,TKSol.BK,,,,,,,,,,,,,,,,,
5755,TKss.BK,,,,,,,,,,,,,,,,,
5756,TKSss.BK,,,,,,,,,,,,,,,,,
5757,TKSva.BK,,,,,,,,,,,,,,,,,
5758,TKT.BK,,,,,,,,,,,,,,,,,
5759,TKTf.BK,,,,,,,,,,,,,,,,,
5760,TKTol.BK,,,,,,,,,,,,,,,,,
5761,TKTva.BK,,,,,,,,,,,,,,,,,
5762,TKva.BK,,,,,,,,,,,,,,,,,
5763,TLHPFu.BK,,,,,,,,,,,,,,,,,
5764,TLHPFuol.BK,,,,,,,,,,,,,,,,,
5765,TLHPFuva.BK,,,,,,,,,,,,,,,,,
5766,TLI.BK,,,,,,,,,,,,,,,,,
5767,TLIf.BK,,,,,,,,,,,,,,,,,
5768,TLIol.BK,,,,,,,,,,,,,,,,,
5769,TLIss.BK,,,,,,,,,,,,,,,,,
5770,TLIva.BK,,,,,,,,,,,,,,,,,
5771,TMCm.BK,,,,,,,,,,,,,,,,,
5772,TMCmf.BK,,,,,,,,,,,,,,,,,
5773,TMCmol.BK,,,,,,,,,,,,,,,,,
5774,TMCmva.BK,,,,,,,,,,,,,,,,,
5775,TMD.BK,,,,,,,,,,,,,,,,,
5776,TMDf.BK,,,,,,,,,,,,,,,,,
5777,TMDol.BK,,,,,,,,,,,,,,,,,
5778,TMDva.BK,,,,,,,,,,,,,,,,,
5779,TMILLm.BK,2.31037514511031,2020-12-31,0.0,7.77777777777778,0.616876125340852,,,,,,,,,,False,,
5780,TMILLm.BK,1.20795677035048,2021-12-31,0.0,3.95948434622468,0.384485634890807,,,,,,,,,,False,,
5781,TMILLm.BK,0.374318393481275,2022-12-31,0.0,0.907407407407408,0.304090160049083,,,,,,,,,,False,,
5782,TMILLmf.BK,2.31037514511031,2020-12-31,0.0,7.77777777777778,0.616876125340852,,,,,,,,,,False,,
5783,TMILLmf.BK,1.20795677035048,2021-12-31,0.0,3.95948434622468,0.384485634890807,,,,,,,,,,False,,
5784,TMILLmf.BK,0.374318393481275,2022-12-31,0.0,0.907407407407408,0.304090160049083,,,,,,,,,,False,,
5785,TMILLmol.BK,2.31037514511031,2020-12-31,0.0,7.77777777777778,0.616876125340852,,,,,,,,,,False,,
5786,TMILLmol.BK,1.20795677035048,2021-12-31,0.0,3.95948434622468,0.384485634890807,,,,,,,,,,False,,
5787,TMILLmol.BK,0.374318393481275,2022-12-31,0.0,0.907407407407408,0.304090160049083,,,,,,,,,,False,,
5788,TMILLmva.BK,2.31037514511031,2020-12-31,0.0,7.77777777777778,0.616876125340852,,,,,,,,,,False,,
5789,TMILLmva.BK,1.20795677035048,2021-12-31,0.0,3.95948434622468,0.384485634890807,,,,,,,,,,False,,
5790,TMILLmva.BK,0.374318393481275,2022-12-31,0.0,0.907407407407408,0.304090160049083,,,,,,,,,,False,,
5791,TMIm.BK,,,,,,,,,,,,,,,,,
5792,TMImf.BK,,,,,,,,,,,,,,,,,
5793,TMImol.BK,,,,,,,,,,,,,,,,,
5794,TMImva.BK,,,,,,,,,,,,,,,,,
5795,TMm.BK,,,,,,,,,,,,,,,,,
5796,TMmf.BK,,,,,,,,,,,,,,,,,
5797,TMmol.BK,,,,,,,,,,,,,,,,,
5798,TMmva.BK,,,,,,,,,,,,,,,,,
5799,TMT.BK,40.5759284253817,2021-12-31,41.9702841428566,54.3098084506456,30.9764634095986,,,,,29.977,,,,70606.4,True,4802.97,
5800,TMT.BK,52.6450437603953,2022-12-31,54.0759732854258,77.8459595959596,36.0167567507021,,,,,28.788,,,,77642.6,True,4942.34,
5801,TMTf.BK,40.5759284253817,2021-12-31,41.9702841428566,54.3098084506456,30.9764634095986,,,,,29.977,,,,70606.4,True,4802.97,
