,Instrument,ESG Score,Date,Environmental Pillar Score,Governance Pillar Score,Social Pillar Score,Carbon Credit,Carbon Offsets/Credits,Internal Carbon Price per Tonne Score Score,Women Managers,Women Employees,Gender Pay Gap Percentage,Water Recycled,Water Recycled Score,Energy Use Total,Policy Energy Efficiency,Waste Total,Waste Recycled Total
0,24CSm.BK,,,,,,,,,,,,,,,,,
1,24CSmf.BK,,,,,,,,,,,,,,,,,
2,24CSmol.BK,,,,,,,,,,,,,,,,,
3,24CSmva.BK,,,,,,,,,,,,,,,,,
4,2S.BK,,,,,,,,,,,,,,,,,
5,2Sf.BK,,,,,,,,,,,,,,,,,
6,2Sol.BK,,,,,,,,,,,,,,,,,
7,2Sva.BK,,,,,,,,,,,,,,,,,
8,3BBIFu.BK,,,,,,,,,,,,,,,,,
9,3BBIFuol.BK,,,,,,,,,,,,,,,,,
10,3BBIFuss.BK,,,,,,,,,,,,,,,,,
11,3BBIFuva.BK,,,,,,,,,,,,,,,,,
12,3K-BAT.BK,,,,,,,,,,,,,,,,,
13,3K-BATol.BK,,,,,,,,,,,,,,,,,
14,3K-BATva.BK,,,,,,,,,,,,,,,,,
15,3K-BATz.BK,,,,,,,,,,,,,,,,,
16,7UP.BK,,,,,,,,,,,,,,,,,
17,7UPf.BK,,,,,,,,,,,,,,,,,
18,7UPol.BK,,,,,,,,,,,,,,,,,
19,7UPss.BK,,,,,,,,,,,,,,,,,
20,7UPva.BK,,,,,,,,,,,,,,,,,
1201,BTSss.BK,77.3648949486949,2019-03-31,55.9431524547803,75.7653895674566,94.4570307314043,,,,44.09,46.523,,,,467198.064,True,97.82,
1202,BTSss.BK,78.7784865051252,2020-03-31,55.1584687454252,78.6986890178379,96.4808527848699,,,,50.617,50.035,,,,548323.0,True,568.52,
1203,BTSss.BK,77.7120740135146,2021-03-31,57.4381313131313,72.2170199040692,96.5926415394621,,,,62.712,51.395,,,,565442.0,True,656.49,34.68
1204,BTSss.BK,80.4671509274488,2022-03-31,59.9800526271114,82.5530303030303,94.3576685722118,,,,62.243,49.729,,,,576065.0,True,600.32,24.01
1205,BTSva.BK,35.228006176906,2015-03-31,21.7910234419668,28.442265795207,49.8768961777506,,,,,45.6,,,,426107.306,True,51.36,
1206,BTSva.BK,50.5346759495154,2016-03-31,21.8939393939394,70.1824901824902,58.5884845384536,,,,,46.0,,,,430170.123,True,40.69,
1207,BTSva.BK,58.9807515199398,2017-03-31,22.8471542266074,65.4186991869919,81.6057390067717,,,,42.781,47.497,,,,431199.936,True,18.16,
1208,BTSva.BK,61.8470589646627,2018-03-31,22.3342734706371,72.0,84.4734821399698,,,,44.0,48.478,,,,427553.964,True,48.44,
1209,BTSva.BK,77.3648949486949,2019-03-31,55.9431524547803,75.7653895674566,94.4570307314043,,,,44.09,46.523,,,,467198.064,True,97.82,
1210,BTSva.BK,78.7784865051252,2020-03-31,55.1584687454252,78.6986890178379,96.4808527848699,,,,50.617,50.035,,,,548323.0,True,568.52,
1211,BTSva.BK,77.7120740135146,2021-03-31,57.4381313131313,72.2170199040692,96.5926415394621,,,,62.712,51.395,,,,565442.0,True,656.49,34.68
1212,BTSva.BK,80.4671509274488,2022-03-31,59.9800526271114,82.5530303030303,94.3576685722118,,,,62.243,49.729,,,,576065.0,True,600.32,24.01
1213,BTWm.BK,,,,,,,,,,,,,,,,,
1214,BTWmf.BK,,,,,,,,,,,,,,,,,
1215,BTWmol.BK,,,,,,,,,,,,,,,,,
1216,BTWmva.BK,,,,,,,,,,,,,,,,,
1217,BUI.BK,,,,,,,,,,,,,,,,,
1218,BUIf.BK,,,,,,,,,,,,,,,,,
1219,BUIol.BK,,,,,,,,,,,,,,,,,
1220,BUIva.BK,,,,,,,,,,,,,,,,,
1221,Bva.BK,,,,,,,,,,,,,,,,,
1222,BVGm.BK,,,,,,,,,,,,,,,,,
1223,BVGmf.BK,,,,,,,,,,,,,,,,,
1224,BVGmol.BK,,,,,,,,,,,,,,,,,
1225,BVGmva.BK,,,,,,,,,,,,,,,,,
1226,BWG.BK,50.4609195134827,2021-12-31,31.5398649881408,65.0860983654317,49.3805746301883,,,,,43.65,,61703.0,,,True,,
1227,BWGf.BK,50.4609195134827,2021-12-31,31.5398649881408,65.0860983654317,49.3805746301883,,,,,43.65,,61703.0,,,True,,
1228,BWGol.BK,50.4609195134827,2021-12-31,31.5398649881408,65.0860983654317,49.3805746301883,,,,,43.65,,61703.0,,,True,,
1229,BWGss.BK,50.4609195134827,2021-12-31,31.5398649881408,65.0860983654317,49.3805746301883,,,,,43.65,,61703.0,,,True,,
1230,BWGva.BK,50.4609195134827,2021-12-31,31.5398649881408,65.0860983654317,49.3805746301883,,,,,43.65,,61703.0,,,True,,
1231,BYD.BK,,,,,,,,,,,,,,,,,
1232,BYDf.BK,,,,,,,,,,,,,,,,,
1233,BYDol.BK,,,,,,,,,,,,,,,,,
1234,BYDss.BK,,,,,,,,,,,,,,,,,
1235,BYDva.BK,,,,,,,,,,,,,,,,,
1236,CAZm.BK,,,,,,,,,,,,,,,,,
1237,CAZmf.BK,,,,,,,,,,,,,,,,,
1238,CAZmol.BK,,,,,,,,,,,,,,,,,
1239,CAZmva.BK,,,,,,,,,,,,,,,,,
1240,CBG.BK,10.4776042914883,2019-12-31,2.70010964912281,16.9053833037547,12.0574792780231,,,,38.037,34.356,,,,303514.0,False,5567.07,3555.16
1241,CBG.BK,18.7165929208106,2020-12-31,18.4854497354497,19.1747259832366,18.6182937570682,,,,38.983,33.416,,,,470915.0,True,7392.06,6792.59
1242,CBG.BK,32.8187787095199,2021-12-31,32.3888278052654,29.3072593147506,35.0089384870954,,,,36.0,34.0,,,,466115.0,True,8491.55,7214.66
1243,CBG.BK,30.021414380544,2022-12-31,26.2254554894742,26.8518518518518,34.222164760108,,,,35.733,33.534,,,,1424590.0,True,46168.2,44028.6
1244,CBGf.BK,10.4776042914883,2019-12-31,2.70010964912281,16.9053833037547,12.0574792780231,,,,38.037,34.356,,,,303514.0,False,5567.07,3555.16
1245,CBGf.BK,18.7165929208106,2020-12-31,18.4854497354497,19.1747259832366,18.6182937570682,,,,38.983,33.416,,,,470915.0,True,7392.06,6792.59
1246,CBGf.BK,32.8187787095199,2021-12-31,32.3888278052654,29.3072593147506,35.0089384870954,,,,36.0,34.0,,,,466115.0,True,8491.55,7214.66
1247,CBGf.BK,30.021414380544,2022-12-31,26.2254554894742,26.8518518518518,34.222164760108,,,,35.733,33.534,,,,1424590.0,True,46168.2,44028.6
1248,CBGol.BK,10.4776042914883,2019-12-31,2.70010964912281,16.9053833037547,12.0574792780231,,,,38.037,34.356,,,,303514.0,False,5567.07,3555.16
1249,CBGol.BK,18.7165929208106,2020-12-31,18.4854497354497,19.1747259832366,18.6182937570682,,,,38.983,33.416,,,,470915.0,True,7392.06,6792.59
1250,CBGol.BK,32.8187787095199,2021-12-31,32.3888278052654,29.3072593147506,35.0089384870954,,,,36.0,34.0,,,,466115.0,True,8491.55,7214.66
1251,CBGol.BK,30.021414380544,2022-12-31,26.2254554894742,26.8518518518518,34.222164760108,,,,35.733,33.534,,,,1424590.0,True,46168.2,44028.6
1252,CBGss.BK,10.4776042914883,2019-12-31,2.70010964912281,16.9053833037547,12.0574792780231,,,,38.037,34.356,,,,303514.0,False,5567.07,3555.16
1253,CBGss.BK,18.7165929208106,2020-12-31,18.4854497354497,19.1747259832366,18.6182937570682,,,,38.983,33.416,,,,470915.0,True,7392.06,6792.59
1254,CBGss.BK,32.8187787095199,2021-12-31,32.3888278052654,29.3072593147506,35.0089384870954,,,,36.0,34.0,,,,466115.0,True,8491.55,7214.66
1255,CBGss.BK,30.021414380544,2022-12-31,26.2254554894742,26.8518518518518,34.222164760108,,,,35.733,33.534,,,,1424590.0,True,46168.2,44028.6
1256,CBGva.BK,10.4776042914883,2019-12-31,2.70010964912281,16.9053833037547,12.0574792780231,,,,38.037,34.356,,,,303514.0,False,5567.07,3555.16
1257,CBGva.BK,18.7165929208106,2020-12-31,18.4854497354497,19.1747259832366,18.6182937570682,,,,38.983,33.416,,,,470915.0,True,7392.06,6792.59
1258,CBGva.BK,32.8187787095199,2021-12-31,32.3888278052654,29.3072593147506,35.0089384870954,,,,36.0,34.0,,,,466115.0,True,8491.55,7214.66
1259,CBGva.BK,30.021414380544,2022-12-31,26.2254554894742,26.8518518518518,34.222164760108,,,,35.733,33.534,,,,1424590.0,True,46168.2,44028.6
1260,CCET.BK,,,,,,,,,,,,,,,,,
1261,CCETol.BK,,,,,,,,,,,,,,,,,
1262,CCETss.BK,,,,,,,,,,,,,,,,,
1263,CCETva.BK,,,,,,,,,,,,,,,,,
1264,CCETz.BK,,,,,,,,,,,,,,,,,
1265,CCP.BK,,,,,,,,,,,,,,,,,
1266,CCPf.BK,,,,,,,,,,,,,,,,,
1267,CCPol.BK,,,,,,,,,,,,,,,,,
1268,CCPva.BK,,,,,,,,,,,,,,,,,
1269,CEN.BK,,,,,,,,,,,,,,,,,
1270,CENf.BK,,,,,,,,,,,,,,,,,
1271,CENol.BK,,,,,,,,,,,,,,,,,
1272,CENTEL.BK,76.8260291626513,2019-12-31,83.9506172839505,75.7653895674566,73.258369353335,,,,52.321,61.0,,,,1023560.0,True,4952.25,2289.01
1273,CENTEL.BK,81.8321913931202,2020-12-31,88.0479171755348,78.9673329035031,80.0126615834163,,,,53.0,59.0,,,,332710.272,True,2486.1,1107.59
1274,CENTEL.BK,77.0477218409064,2021-12-31,86.2217380779472,69.2381725296792,76.7496783061667,,,,57.26,64.26,98.0,,,296140.248,True,1647.94,606.66
1275,CENTEL.BK,70.2365400720883,2022-12-31,78.1085203228782,64.4141414141414,69.3949510269123,,,,,57.845,,,,744786.0,True,5990.12,1852.41
1276,CENTELf.BK,76.8260291626513,2019-12-31,83.9506172839505,75.7653895674566,73.258369353335,,,,52.321,61.0,,,,1023560.0,True,4952.25,2289.01
1277,CENTELf.BK,81.8321913931202,2020-12-31,88.0479171755348,78.9673329035031,80.0126615834163,,,,53.0,59.0,,,,332710.272,True,2486.1,1107.59
1278,CENTELf.BK,77.0477218409064,2021-12-31,86.2217380779472,69.2381725296792,76.7496783061667,,,,57.26,64.26,98.0,,,296140.248,True,1647.94,606.66
1279,CENTELf.BK,70.2365400720883,2022-12-31,78.1085203228782,64.4141414141414,69.3949510269123,,,,,57.845,,,,744786.0,True,5990.12,1852.41
1280,CENTELol.BK,76.8260291626513,2019-12-31,83.9506172839505,75.7653895674566,73.258369353335,,,,52.321,61.0,,,,1023560.0,True,4952.25,2289.01
1281,CENTELol.BK,81.8321913931202,2020-12-31,88.0479171755348,78.9673329035031,80.0126615834163,,,,53.0,59.0,,,,332710.272,True,2486.1,1107.59
1282,CENTELol.BK,77.0477218409064,2021-12-31,86.2217380779472,69.2381725296792,76.7496783061667,,,,57.26,64.26,98.0,,,296140.248,True,1647.94,606.66
1283,CENTELol.BK,70.2365400720883,2022-12-31,78.1085203228782,64.4141414141414,69.3949510269123,,,,,57.845,,,,744786.0,True,5990.12,1852.41
1284,CENTELss.BK,76.8260291626513,2019-12-31,83.9506172839505,75.7653895674566,73.258369353335,,,,52.321,61.0,,,,1023560.0,True,4952.25,2289.01
1285,CENTELss.BK,81.8321913931202,2020-12-31,88.0479171755348,78.9673329035031,80.0126615834163,,,,53.0,59.0,,,,332710.272,True,2486.1,1107.59
1286,CENTELss.BK,77.0477218409064,2021-12-31,86.2217380779472,69.2381725296792,76.7496783061667,,,,57.26,64.26,98.0,,,296140.248,True,1647.94,606.66
1287,CENTELss.BK,70.2365400720883,2022-12-31,78.1085203228782,64.4141414141414,69.3949510269123,,,,,57.845,,,,744786.0,True,5990.12,1852.41
1288,CENTELva.BK,76.8260291626513,2019-12-31,83.9506172839505,75.7653895674566,73.258369353335,,,,52.321,61.0,,,,1023560.0,True,4952.25,2289.01
1289,CENTELva.BK,81.8321913931202,2020-12-31,88.0479171755348,78.9673329035031,80.0126615834163,,,,53.0,59.0,,,,332710.272,True,2486.1,1107.59
1290,CENTELva.BK,77.0477218409064,2021-12-31,86.2217380779472,69.2381725296792,76.7496783061667,,,,57.26,64.26,98.0,,,296140.248,True,1647.94,606.66
1291,CENTELva.BK,70.2365400720883,2022-12-31,78.1085203228782,64.4141414141414,69.3949510269123,,,,,57.845,,,,744786.0,True,5990.12,1852.41
1292,CENva.BK,,,,,,,,,,,,,,,,,
1293,CEYEm.BK,,,,,,,,,,,,,,,,,
1294,CEYEmf.BK,,,,,,,,,,,,,,,,,
1295,CEYEmol.BK,,,,,,,,,,,,,,,,,
1296,CEYEmva.BK,,,,,,,,,,,,,,,,,
1297,CFRESH.BK,66.7515124506049,2021-12-31,65.4778479922989,72.3320951816129,64.3324792389108,,,,,69.664,,,,,True,1.13,
1298,CFRESH.BK,64.8935321811369,2022-12-31,63.6895932500525,66.969696969697,64.4583882789307,,,,,72.99,,,,,True,2250.0,
1299,CFRESHf.BK,66.7515124506049,2021-12-31,65.4778479922989,72.3320951816129,64.3324792389108,,,,,69.664,,,,,True,1.13,
1300,CFRESHf.BK,64.8935321811369,2022-12-31,63.6895932500525,66.969696969697,64.4583882789307,,,,,72.99,,,,,True,2250.0,
1301,CFRESHol.BK,66.7515124506049,2021-12-31,65.4778479922989,72.3320951816129,64.3324792389108,,,,,69.664,,,,,True,1.13,
1302,CFRESHol.BK,64.8935321811369,2022-12-31,63.6895932500525,66.969696969697,64.4583882789307,,,,,72.99,,,,,True,2250.0,
1303,CFRESHva.BK,66.7515124506049,2021-12-31,65.4778479922989,72.3320951816129,64.3324792389108,,,,,69.664,,,,,True,1.13,
1304,CFRESHva.BK,64.8935321811369,2022-12-31,63.6895932500525,66.969696969697,64.4583882789307,,,,,72.99,,,,,True,2250.0,
1305,CGD.BK,,,,,,,,,,,,,,,,,
1306,CGDf.BK,,,,,,,,,,,,,,,,,
1307,CGDol.BK,,,,,,,,,,,,,,,,,
1308,CGDss.BK,,,,,,,,,,,,,,,,,
1309,CGDva.BK,,,,,,,,,,,,,,,,,
1310,CGH.BK,,,,,,,,,,,,,,,,,
1311,CGHf.BK,,,,,,,,,,,,,,,,,
1312,CGHol.BK,,,,,,,,,,,,,,,,,
1313,CGHss.BK,,,,,,,,,,,,,,,,,
1314,CGHva.BK,,,,,,,,,,,,,,,,,
1315,CH.BK,,,,,,,,,,,,,,,,,
1316,CHARAN.BK,,,,,,,,,,,,,,,,,
1317,CHARANf.BK,,,,,,,,,,,,,,,,,
1318,CHARANol.BK,,,,,,,,,,,,,,,,,
1319,CHARANva.BK,,,,,,,,,,,,,,,,,
1320,CHASE.BK,,,,,,,,,,,,,,,,,
1321,CHASEf.BK,,,,,,,,,,,,,,,,,
1322,CHASEol.BK,,,,,,,,,,,,,,,,,
1323,CHASEss.BK,,,,,,,,,,,,,,,,,
1324,CHASEva.BK,,,,,,,,,,,,,,,,,
1325,CHAYO.BK,,,,,,,,,,,,,,,,,
1326,CHAYOf.BK,,,,,,,,,,,,,,,,,
1327,CHAYOol.BK,,,,,,,,,,,,,,,,,
1328,CHAYOss.BK,,,,,,,,,,,,,,,,,
1329,CHAYOva.BK,,,,,,,,,,,,,,,,,
1330,CHEWAm.BK,,,,,,,,,,,,,,,,,
1331,CHEWAmf.BK,,,,,,,,,,,,,,,,,
1332,CHEWAmol.BK,,,,,,,,,,,,,,,,,
1333,CHEWAmva.BK,,,,,,,,,,,,,,,,,
1334,CHf.BK,,,,,,,,,,,,,,,,,
1335,CHG.BK,58.1374103588772,2019-12-31,45.7880341880342,82.0621498416676,43.3457008610697,,,,,,,,,15058.8,True,595.102,55.437
1336,CHG.BK,60.2849952772579,2020-12-31,49.7330638709949,81.852568235547,46.7086558979598,,,,,,,,,22754.5,True,541.001,43.149
1337,CHG.BK,56.9265900553633,2021-12-31,49.4392622711207,73.0744659820416,46.5897466932325,,,,,84.164,,,,24022.1,True,754.44,60.792
1338,CHG.BK,64.4587814998615,2022-12-31,56.652312992126,75.8459595959596,58.2221616313361,,,,,85.0,,,,25430.2,True,755.151,65.332
1339,CHGf.BK,58.1374103588772,2019-12-31,45.7880341880342,82.0621498416676,43.3457008610697,,,,,,,,,15058.8,True,595.102,55.437
1340,CHGf.BK,60.2849952772579,2020-12-31,49.7330638709949,81.852568235547,46.7086558979598,,,,,,,,,22754.5,True,541.001,43.149
1341,CHGf.BK,56.9265900553633,2021-12-31,49.4392622711207,73.0744659820416,46.5897466932325,,,,,84.164,,,,24022.1,True,754.44,60.792
1342,CHGf.BK,64.4587814998615,2022-12-31,56.652312992126,75.8459595959596,58.2221616313361,,,,,85.0,,,,25430.2,True,755.151,65.332
1343,CHGol.BK,58.1374103588772,2019-12-31,45.7880341880342,82.0621498416676,43.3457008610697,,,,,,,,,15058.8,True,595.102,55.437
1344,CHGol.BK,60.2849952772579,2020-12-31,49.7330638709949,81.852568235547,46.7086558979598,,,,,,,,,22754.5,True,541.001,43.149
1345,CHGol.BK,56.9265900553633,2021-12-31,49.4392622711207,73.0744659820416,46.5897466932325,,,,,84.164,,,,24022.1,True,754.44,60.792
1346,CHGol.BK,64.4587814998615,2022-12-31,56.652312992126,75.8459595959596,58.2221616313361,,,,,85.0,,,,25430.2,True,755.151,65.332
1347,CHGss.BK,58.1374103588772,2019-12-31,45.7880341880342,82.0621498416676,43.3457008610697,,,,,,,,,15058.8,True,595.102,55.437
1348,CHGss.BK,60.2849952772579,2020-12-31,49.7330638709949,81.852568235547,46.7086558979598,,,,,,,,,22754.5,True,541.001,43.149
1349,CHGss.BK,56.9265900553633,2021-12-31,49.4392622711207,73.0744659820416,46.5897466932325,,,,,84.164,,,,24022.1,True,754.44,60.792
1350,CHGss.BK,64.4587814998615,2022-12-31,56.652312992126,75.8459595959596,58.2221616313361,,,,,85.0,,,,25430.2,True,755.151,65.332
1351,CHGva.BK,58.1374103588772,2019-12-31,45.7880341880342,82.0621498416676,43.3457008610697,,,,,,,,,15058.8,True,595.102,55.437
1352,CHGva.BK,60.2849952772579,2020-12-31,49.7330638709949,81.852568235547,46.7086558979598,,,,,,,,,22754.5,True,541.001,43.149
1353,CHGva.BK,56.9265900553633,2021-12-31,49.4392622711207,73.0744659820416,46.5897466932325,,,,,84.164,,,,24022.1,True,754.44,60.792
1354,CHGva.BK,64.4587814998615,2022-12-31,56.652312992126,75.8459595959596,58.2221616313361,,,,,85.0,,,,25430.2,True,755.151,65.332
1355,CHICm.BK,,,,,,,,,,,,,,,,,
1356,CHICmf.BK,,,,,,,,,,,,,,,,,
1357,CHICmol.BK,,,,,,,,,,,,,,,,,
1358,CHICmva.BK,,,,,,,,,,,,,,,,,
1359,CHol.BK,,,,,,,,,,,,,,,,,
1360,CHOm.BK,,,,,,,,,,,,,,,,,
1361,CHOmf.BK,,,,,,,,,,,,,,,,,
1362,CHOmol.BK,,,,,,,,,,,,,,,,,
1363,CHOmva.BK,,,,,,,,,,,,,,,,,
1364,CHOTI.BK,,,,,,,,,,,,,,,,,
1365,CHOTIf.BK,,,,,,,,,,,,,,,,,
1366,CHOTIol.BK,,,,,,,,,,,,,,,,,
1367,CHOTIva.BK,,,,,,,,,,,,,,,,,
1368,CHOWm.BK,,,,,,,,,,,,,,,,,
1369,CHOWmf.BK,,,,,,,,,,,,,,,,,
1370,CHOWmol.BK,,,,,,,,,,,,,,,,,
1371,CHOWmva.BK,,,,,,,,,,,,,,,,,
1372,CHva.BK,,,,,,,,,,,,,,,,,
1373,CI.BK,,,,,,,,,,,,,,,,,
1374,CIf.BK,,,,,,,,,,,,,,,,,
1375,CIGm.BK,,,,,,,,,,,,,,,,,
1376,CIGmf.BK,,,,,,,,,,,,,,,,,
1377,CIGmol.BK,,,,,,,,,,,,,,,,,
1378,CIGmva.BK,,,,,,,,,,,,,,,,,
1379,CIMBT.BK,65.4804775004635,2020-12-31,68.5152348642847,65.7973350526542,64.3694416553447,,,,,65.065,,,,48145.051,True,,
1380,CIMBT.BK,57.9551384376299,2021-12-31,70.7998515885756,41.6606840007908,66.0526483237708,,,,,65.544,,,,51113.799,True,,
1381,CIMBT.BK,80.7566596715664,2022-12-31,76.3163852457549,81.0159932659933,81.8575456056857,,,,31.0,64.613,64.93,,,39105.0,True,,
1382,CIMBTf.BK,65.4804775004635,2020-12-31,68.5152348642847,65.7973350526542,64.3694416553447,,,,,65.065,,,,48145.051,True,,
1383,CIMBTf.BK,57.9551384376299,2021-12-31,70.7998515885756,41.6606840007908,66.0526483237708,,,,,65.544,,,,51113.799,True,,
1384,CIMBTf.BK,80.7566596715664,2022-12-31,76.3163852457549,81.0159932659933,81.8575456056857,,,,31.0,64.613,64.93,,,39105.0,True,,
1385,CIMBTol.BK,65.4804775004635,2020-12-31,68.5152348642847,65.7973350526542,64.3694416553447,,,,,65.065,,,,48145.051,True,,
1386,CIMBTol.BK,57.9551384376299,2021-12-31,70.7998515885756,41.6606840007908,66.0526483237708,,,,,65.544,,,,51113.799,True,,
1387,CIMBTol.BK,80.7566596715664,2022-12-31,76.3163852457549,81.0159932659933,81.8575456056857,,,,31.0,64.613,64.93,,,39105.0,True,,
1388,CIMBTss.BK,65.4804775004635,2020-12-31,68.5152348642847,65.7973350526542,64.3694416553447,,,,,65.065,,,,48145.051,True,,
1389,CIMBTss.BK,57.9551384376299,2021-12-31,70.7998515885756,41.6606840007908,66.0526483237708,,,,,65.544,,,,51113.799,True,,
1390,CIMBTss.BK,80.7566596715664,2022-12-31,76.3163852457549,81.0159932659933,81.8575456056857,,,,31.0,64.613,64.93,,,39105.0,True,,
1391,CIMBTva.BK,65.4804775004635,2020-12-31,68.5152348642847,65.7973350526542,64.3694416553447,,,,,65.065,,,,48145.051,True,,
1392,CIMBTva.BK,57.9551384376299,2021-12-31,70.7998515885756,41.6606840007908,66.0526483237708,,,,,65.544,,,,51113.799,True,,
1393,CIMBTva.BK,80.7566596715664,2022-12-31,76.3163852457549,81.0159932659933,81.8575456056857,,,,31.0,64.613,64.93,,,39105.0,True,,
1394,CIol.BK,,,,,,,,,,,,,,,,,
1395,CITY.BK,,,,,,,,,,,,,,,,,
1396,CITYf.BK,,,,,,,,,,,,,,,,,
1397,CITYol.BK,,,,,,,,,,,,,,,,,
1398,CITYva.BK,,,,,,,,,,,,,,,,,
1399,CIva.BK,,,,,,,,,,,,,,,,,
1400,CIVIL.BK,,,,,,,,,,,,,,,,,
1401,CIVILf.BK,,,,,,,,,,,,,,,,,
1402,CIVILol.BK,,,,,,,,,,,,,,,,,
1403,CIVILva.BK,,,,,,,,,,,,,,,,,
1404,CK.BK,38.5181583873247,2019-12-31,29.6361980865405,42.0760691791071,44.9610215053763,,,,,23.125,,,,11185.006,True,,
1405,CK.BK,43.0898489583533,2020-12-31,23.4809671321663,47.4468085106383,59.8526937195947,,,,,21.299,,,,10784.9,True,,
1406,CK.BK,43.5235601529882,2021-12-31,22.4733698417909,33.574616849268,72.1342768993243,,,,,22.844,,,,,True,,
1407,CK.BK,43.5351680176321,2022-12-31,24.4032641958517,30.9141414141414,72.136073468104,,,,,21.61,,,,10234.4,True,,
1408,CKf.BK,38.5181583873247,2019-12-31,29.6361980865405,42.0760691791071,44.9610215053763,,,,,23.125,,,,11185.006,True,,
1409,CKf.BK,43.0898489583533,2020-12-31,23.4809671321663,47.4468085106383,59.8526937195947,,,,,21.299,,,,10784.9,True,,
1410,CKf.BK,43.5235601529882,2021-12-31,22.4733698417909,33.574616849268,72.1342768993243,,,,,22.844,,,,,True,,
1411,CKf.BK,43.5351680176321,2022-12-31,24.4032641958517,30.9141414141414,72.136073468104,,,,,21.61,,,,10234.4,True,,
1412,CKol.BK,38.5181583873247,2019-12-31,29.6361980865405,42.0760691791071,44.9610215053763,,,,,23.125,,,,11185.006,True,,
1413,CKol.BK,43.0898489583533,2020-12-31,23.4809671321663,47.4468085106383,59.8526937195947,,,,,21.299,,,,10784.9,True,,
1414,CKol.BK,43.5235601529882,2021-12-31,22.4733698417909,33.574616849268,72.1342768993243,,,,,22.844,,,,,True,,
1415,CKol.BK,43.5351680176321,2022-12-31,24.4032641958517,30.9141414141414,72.136073468104,,,,,21.61,,,,10234.4,True,,
1416,CKP.BK,38.4400255594993,2019-12-31,46.7763462436467,25.3116191669276,37.6374572745155,,,,26.0,35.0,,,,7218453.24,True,42.7,26.41
1417,CKP.BK,43.5970834714265,2020-12-31,48.3728431204236,39.4444444444444,40.5461970281088,,,,23.0,33.0,,,,7348369.32,True,95.96,20.24
1418,CKP.BK,55.758635953041,2021-12-31,59.5770349542922,46.4299611907066,57.9412486147389,,,,47.0,33.0,,,,7466902.38,True,130.86,34.22
1419,CKP.BK,71.980065854743,2022-12-31,79.930106929168,61.1607744107744,69.9063901758552,,,,41.0,33.0,,0.0,1.47058823529412,7603362.0,True,136.16,19.42
1420,CKPf.BK,38.4400255594993,2019-12-31,46.7763462436467,25.3116191669276,37.6374572745155,,,,26.0,35.0,,,,7218453.24,True,42.7,26.41
1421,CKPf.BK,43.5970834714265,2020-12-31,48.3728431204236,39.4444444444444,40.5461970281088,,,,23.0,33.0,,,,7348369.32,True,95.96,20.24
1422,CKPf.BK,55.758635953041,2021-12-31,59.5770349542922,46.4299611907066,57.9412486147389,,,,47.0,33.0,,,,7466902.38,True,130.86,34.22
1423,CKPf.BK,71.980065854743,2022-12-31,79.930106929168,61.1607744107744,69.9063901758552,,,,41.0,33.0,,0.0,1.47058823529412,7603362.0,True,136.16,19.42
1424,CKPol.BK,38.4400255594993,2019-12-31,46.7763462436467,25.3116191669276,37.6374572745155,,,,26.0,35.0,,,,7218453.24,True,42.7,26.41
1425,CKPol.BK,43.5970834714265,2020-12-31,48.3728431204236,39.4444444444444,40.5461970281088,,,,23.0,33.0,,,,7348369.32,True,95.96,20.24
1426,CKPol.BK,55.758635953041,2021-12-31,59.5770349542922,46.4299611907066,57.9412486147389,,,,47.0,33.0,,,,7466902.38,True,130.86,34.22
1427,CKPol.BK,71.980065854743,2022-12-31,79.930106929168,61.1607744107744,69.9063901758552,,,,41.0,33.0,,0.0,1.47058823529412,7603362.0,True,136.16,19.42
1428,CKPss.BK,38.4400255594993,2019-12-31,46.7763462436467,25.3116191669276,37.6374572745155,,,,26.0,35.0,,,,7218453.24,True,42.7,26.41
1429,CKPss.BK,43.5970834714265,2020-12-31,48.3728431204236,39.4444444444444,40.5461970281088,,,,23.0,33.0,,,,7348369.32,True,95.96,20.24
1430,CKPss.BK,55.758635953041,2021-12-31,59.5770349542922,46.4299611907066,57.9412486147389,,,,47.0,33.0,,,,7466902.38,True,130.86,34.22
1431,CKPss.BK,71.980065854743,2022-12-31,79.930106929168,61.1607744107744,69.9063901758552,,,,41.0,33.0,,0.0,1.47058823529412,7603362.0,True,136.16,19.42
1432,CKPva.BK,38.4400255594993,2019-12-31,46.7763462436467,25.3116191669276,37.6374572745155,,,,26.0,35.0,,,,7218453.24,True,42.7,26.41
1433,CKPva.BK,43.5970834714265,2020-12-31,48.3728431204236,39.4444444444444,40.5461970281088,,,,23.0,33.0,,,,7348369.32,True,95.96,20.24
1434,CKPva.BK,55.758635953041,2021-12-31,59.5770349542922,46.4299611907066,57.9412486147389,,,,47.0,33.0,,,,7466902.38,True,130.86,34.22
1435,CKPva.BK,71.980065854743,2022-12-31,79.930106929168,61.1607744107744,69.9063901758552,,,,41.0,33.0,,0.0,1.47058823529412,7603362.0,True,136.16,19.42
1436,CKss.BK,38.5181583873247,2019-12-31,29.6361980865405,42.0760691791071,44.9610215053763,,,,,23.125,,,,11185.006,True,,
1437,CKss.BK,43.0898489583533,2020-12-31,23.4809671321663,47.4468085106383,59.8526937195947,,,,,21.299,,,,10784.9,True,,
1438,CKss.BK,43.5235601529882,2021-12-31,22.4733698417909,33.574616849268,72.1342768993243,,,,,22.844,,,,,True,,
