time,open,high,low,close,RSI,RSI-based MA,Upper Bollinger Band,Lower Bollinger Band,Regular Bullish,Regular Bullish Label,Regular Bearish,Regular Bearish Label
1985-07-03,152.25,152.25,152.25,152.25,38.814507673226686,54.11426901409779,NaN,NaN,38.814507673226686,NaN,NaN,NaN
1985-07-04,152.69999695,152.69999695,152.69999695,152.69999695,41.56675204835746,53.20433052151684,NaN,NaN,NaN,NaN,NaN,NaN
1985-07-05,153.77999878,153.77999878,153.77999878,153.77999878,47.65275261178505,52.48637398863674,NaN,NaN,NaN,NaN,NaN,NaN
1985-07-08,153.19999695,153.19999695,153.19999695,153.19999695,44.945388568737116,51.51112492609957,NaN,NaN,NaN,NaN,NaN,NaN
1985-07-09,153.02000427,153.02000427,153.02000427,153.02000427,44.10788803807926,50.988045852291144,NaN,NaN,NaN,NaN,NaN,NaN
1985-07-10,152.69999695,152.69999695,152.69999695,152.69999695,42.588454918788464,50.14592885478347,NaN,NaN,NaN,NaN,NaN,NaN
1985-07-11,153.00999451,153.00999451,153.00999451,153.00999451,44.580109566367085,49.3726126307039,NaN,NaN,NaN,NaN,NaN,NaN
1985-07-12,154.88999939,154.88999939,154.88999939,154.88999939,54.81713820814291,49.02029221557145,NaN,NaN,NaN,NaN,NaN,NaN
1985-07-15,156.97000122,156.97000122,156.97000122,156.97000122,62.967558812510795,49.04697323594034,NaN,NaN,NaN,NaN,NaN,NaN
1985-07-16,157.1000061,157.1000061,157.1000061,157.1000061,63.41180922763567,49.04039535230761,NaN,NaN,NaN,NaN,63.41180922763567,NaN
1985-07-17,156.92999268,156.92999268,156.92999268,156.92999268,62.35827696548976,49.819834676343206,NaN,NaN,NaN,NaN,NaN,NaN
1985-07-18,156.55999756,156.55999756,156.55999756,156.55999756,60.021164624009785,50.54792685818108,NaN,NaN,NaN,NaN,NaN,NaN
1985-07-19,156.72000122,156.72000122,156.72000122,156.72000122,60.70699905651746,51.0509518067111,NaN,NaN,NaN,NaN,NaN,NaN
1985-07-22,156.42999268,156.42999268,156.42999268,156.42999268,58.740067968037465,51.94849059197748,NaN,NaN,58.740067968037465,NaN,NaN,NaN
1985-07-23,157.08999634,157.08999634,157.08999634,157.08999634,61.77544768553166,53.58855773571355,NaN,NaN,NaN,NaN,NaN,NaN
1985-07-24,157.41999817,157.41999817,157.41999817,157.41999817,63.231945567036824,55.13607155847636,NaN,NaN,NaN,NaN,NaN,NaN
1985-07-25,158.02999878,158.02999878,158.02999878,158.02999878,65.82423948983015,56.434034906908174,NaN,NaN,NaN,NaN,65.82423948983015,NaN
1985-07-26,157.11000061,157.11000061,157.11000061,157.11000061,59.0609860406584,57.44229186918826,NaN,NaN,NaN,NaN,NaN,NaN
1985-07-29,157.61999512,157.61999512,157.61999512,157.61999512,61.42699562723448,58.67937098269935,NaN,NaN,NaN,NaN,NaN,NaN
1985-07-30,157.63000488,157.63000488,157.63000488,157.63000488,61.474058153243675,60.0283426423033,NaN,NaN,NaN,NaN,NaN,NaN
1985-07-31,158.08000183,158.08000183,158.08000183,158.08000183,63.62283448662158,61.38853727946434,NaN,NaN,NaN,NaN,NaN,NaN
1985-08-02,157.96000671,157.96000671,157.96000671,157.96000671,62.61986261070653,61.94587473679031,NaN,NaN,NaN,NaN,NaN,NaN
1985-08-05,157.77000427,157.77000427,157.77000427,157.77000427,60.98060301925324,61.80394932298619,NaN,NaN,NaN,NaN,NaN,NaN
1985-08-06,157.50999451,157.50999451,157.50999451,157.50999451,58.71542174211255,61.46849307402026,NaN,NaN,NaN,NaN,NaN,NaN
1985-08-07,157.63999939,157.63999939,157.63999939,157.63999939,59.52498895714449,61.26611535913845,NaN,NaN,NaN,NaN,NaN,NaN
1985-08-08,155.72999573,155.72999573,155.72999573,155.72999573,45.42994340614697,60.22388527214826,NaN,NaN,NaN,NaN,NaN,NaN
1985-08-09,156.16000366,156.16000366,156.16000366,156.16000366,48.3927598305593,59.34429675600838,NaN,NaN,NaN,NaN,NaN,NaN
1985-08-13,155.57000732,155.57000732,155.57000732,155.57000732,44.798792049934214,58.348491333286724,NaN,NaN,NaN,NaN,NaN,NaN
1985-08-14,153.78999329,153.78999329,153.78999329,153.78999329,36.090298182034076,56.51383779732261,NaN,NaN,NaN,NaN,NaN,NaN
1985-08-15,153.47999573,153.47999573,153.47999573,153.47999573,34.820791704410155,54.484469664277846,NaN,NaN,NaN,NaN,NaN,NaN
1985-08-16,152.63000488,152.63000488,152.63000488,152.63000488,31.544320974191606,52.03590405601795,NaN,NaN,NaN,NaN,NaN,NaN
1985-08-19,152.00999451,152.00999451,152.00999451,152.00999451,29.373180090212585,49.91534648812897,NaN,NaN,NaN,NaN,NaN,NaN
1985-08-20,151.44999695,151.44999695,151.44999695,151.44999695,27.53009097793739,47.49413901317917,NaN,NaN,NaN,NaN,NaN,NaN
1985-08-21,150.5,150.5,150.5,150.5,24.69875628792238,44.86733173708479,NaN,NaN,NaN,NaN,NaN,NaN
1985-08-22,150.6499939,150.6499939,150.6499939,150.6499939,25.992930789995256,42.17948147304006,NaN,NaN,NaN,NaN,NaN,NaN
1985-08-23,150.91000366,150.91000366,150.91000366,150.91000366,28.2935751843532,39.7276037997291,NaN,NaN,NaN,NaN,NaN,NaN
1985-08-26,150.13999939,150.13999939,150.13999939,150.13999939,25.74147411130268,37.21052316344692,NaN,NaN,NaN,NaN,NaN,NaN
1985-08-27,149.78999329,149.78999329,149.78999329,149.78999329,24.652930684819793,34.77748808792602,NaN,NaN,24.652930684819793,NaN,NaN,NaN
1985-08-28,149.92999268,149.92999268,149.92999268,149.92999268,26.00088168256849,32.38290899688487,NaN,NaN,NaN,NaN,NaN,NaN
1985-08-29,150.21000671,150.21000671,150.21000671,150.21000671,28.746573720874565,31.191239733651134,NaN,NaN,NaN,NaN,NaN,NaN
1985-08-30,150.71000671,150.71000671,150.71000671,150.71000671,33.4919880871272,30.126898894834547,NaN,NaN,NaN,NaN,NaN,NaN
1985-09-02,148.88000488,148.88000488,148.88000488,148.88000488,26.528240292822048,28.821859483612254,NaN,NaN,NaN,NaN,NaN,NaN
1985-09-03,149.61000061,149.61000061,149.61000061,149.61000061,32.55272610441101,28.569175763782034,NaN,NaN,NaN,NaN,NaN,NaN
1985-09-04,149.63000488,149.63000488,149.63000488,149.63000488,32.71554370966477,28.41880090701451,NaN,NaN,NaN,NaN,NaN,NaN
1985-09-05,149.19999695,149.19999695,149.19999695,149.19999695,30.984077681016345,28.378783528930565,NaN,NaN,NaN,NaN,NaN,NaN
1985-09-06,150.22999573,150.22999573,150.22999573,150.22999573,39.27448667643316,29.086019713660612,NaN,NaN,NaN,NaN,39.27448667643316,NaN
1985-09-09,149.30999756,149.30999756,149.30999756,149.30999756,35.206458626259035,29.634331688540723,NaN,NaN,NaN,NaN,NaN,NaN
1985-09-10,149.19000244,149.19000244,149.19000244,149.19000244,34.70158344979879,30.348819342960468,NaN,NaN,NaN,NaN,NaN,NaN
1985-09-11,148.6000061,148.6000061,148.6000061,148.6000061,32.2525424913927,30.795934464488855,NaN,NaN,NaN,NaN,NaN,NaN
1985-09-12,148.94999695,148.94999695,148.94999695,148.94999695,35.1752133451849,31.287480047405406,NaN,NaN,NaN,NaN,NaN,NaN
1985-09-13,148.50999451,148.50999451,148.50999451,148.50999451,33.23408728048243,31.822666702346815,NaN,NaN,NaN,NaN,NaN,NaN
1985-09-16,148.19000244,148.19000244,148.19000244,148.19000244,31.857215105913014,32.337258446710614,NaN,NaN,NaN,NaN,NaN,NaN
1985-09-17,148.38999939,148.38999939,148.38999939,148.38999939,33.705861461277124,32.8876141451898,NaN,NaN,NaN,NaN,NaN,NaN
1985-09-18,148.32000732,148.32000732,148.32000732,148.32000732,33.36472226416649,33.21748189828208,NaN,NaN,NaN,NaN,NaN,NaN
1985-09-19,148.36000061,148.36000061,148.36000061,148.36000061,33.77715865709642,33.23785122470846,NaN,NaN,NaN,NaN,NaN,NaN
1985-09-20,148.33999634,148.33999634,148.33999634,148.33999634,33.664917900344875,33.747613910960084,NaN,NaN,NaN,NaN,NaN,NaN
1985-09-23,147.11000061,147.11000061,147.11000061,147.11000061,27.593388670906762,33.393375522852644,NaN,NaN,NaN,NaN,NaN,NaN
1985-09-24,146.44000244,146.44000244,146.44000244,146.44000244,24.953384103534404,32.838935550986186,NaN,NaN,NaN,NaN,NaN,NaN
1985-09-25,145.66999817,145.66999817,145.66999817,145.66999817,22.311397484527788,32.21945839409414,NaN,NaN,22.311397484527788,NaN,NaN,NaN
1985-09-26,146.66000366,146.66000366,146.66000366,146.66000366,32.24429956229474,31.717302171655685,NaN,NaN,NaN,NaN,NaN,NaN
1985-09-27,146.6499939,146.6499939,146.6499939,146.6499939,32.199472699115006,31.502517462573966,NaN,NaN,NaN,NaN,NaN,NaN
1985-09-30,146.74000549,146.74000549,146.74000549,146.74000549,33.10015159746649,31.388129473121662,NaN,NaN,NaN,NaN,NaN,NaN
1985-10-01,146.42999268,146.42999268,146.42999268,146.42999268,31.545816755061395,31.337649063383708,NaN,NaN,NaN,NaN,NaN,NaN
1985-10-02,147.07000732,147.07000732,147.07000732,147.07000732,38.01697903538852,31.54063232696968,NaN,NaN,NaN,NaN,NaN,NaN
1985-10-03,147.30999756,147.30999756,147.30999756,147.30999756,40.29613021901446,32.045063965436256,NaN,NaN,NaN,NaN,40.29613021901446,NaN
1985-10-04,146.86000061,146.86000061,146.86000061,146.86000061,37.5109151973553,32.44889968625356,NaN,NaN,NaN,NaN,NaN,NaN
1985-10-07,145.91999817,145.91999817,145.91999817,145.91999817,32.463240578447724,32.36014105176575,NaN,NaN,NaN,NaN,NaN,NaN
1985-10-08,145.46000671,145.46000671,145.46000671,145.46000671,30.313549958016367,32.142200172755025,NaN,NaN,NaN,NaN,NaN,NaN
1985-10-09,144.8500061,144.8500061,144.8500061,144.8500061,27.694505392311882,31.70772493955613,NaN,NaN,27.694505392311882,NaN,NaN,NaN
1985-10-10,145.07000732,145.07000732,145.07000732,145.07000732,30.042096098626587,31.44895195371911,NaN,NaN,NaN,NaN,NaN,NaN
1985-10-11,145.69000244,145.69000244,145.69000244,145.69000244,36.31720229761718,32.07208149848414,NaN,NaN,NaN,NaN,NaN,NaN
1985-10-14,146.17999268,146.17999268,146.17999268,146.17999268,40.83409375391032,33.206417902082414,NaN,NaN,NaN,NaN,NaN,NaN
1985-10-15,146.28999329,146.28999329,146.28999329,146.28999329,41.831557912943154,34.600715075540656,NaN,NaN,NaN,NaN,NaN,NaN
1985-10-16,146.28999329,146.28999329,146.28999329,146.28999329,41.831557912943154,35.285519243444114,NaN,NaN,NaN,NaN,NaN,NaN
1985-10-17,146.30000305,146.30000305,146.30000305,146.30000305,41.93486714672368,35.98090456113045,NaN,NaN,NaN,NaN,NaN,NaN
1985-10-18,146.36999512,146.36999512,146.36999512,146.36999512,42.7011819728021,36.666692445082994,NaN,NaN,NaN,NaN,NaN,NaN
1985-10-21,146.50999451,146.50999451,146.50999451,146.50999451,44.28507321346724,37.57663933496912,NaN,NaN,NaN,NaN,44.28507321346724,NaN
1985-10-22,146.47000122,146.47000122,146.47000122,146.47000122,43.91164675135559,37.99768702896677,NaN,NaN,NaN,NaN,NaN,NaN
1985-10-24,146.47000122,146.47000122,146.47000122,146.47000122,43.91164675135559,38.25593820984828,NaN,NaN,NaN,NaN,NaN,NaN
1985-10-25,145.88999939,145.88999939,145.88999939,145.88999939,38.4573509538085,38.32354076388066,NaN,NaN,NaN,NaN,NaN,NaN
1985-10-28,145.77000427,145.77000427,145.77000427,145.77000427,37.42172791453028,38.677718430743695,NaN,NaN,NaN,NaN,NaN,NaN
1985-10-29,145.30999756,145.30999756,145.30999756,145.30999756,33.67761504831732,38.91800879433662,NaN,NaN,33.67761504831732,NaN,NaN,NaN
1985-10-30,145.88999939,145.88999939,145.88999939,145.88999939,41.61015548452964,39.9119838009236,NaN,NaN,NaN,NaN,NaN,NaN
1985-10-31,146.11000061,146.11000061,146.11000061,146.11000061,44.33005799055599,40.93255250748998,NaN,NaN,NaN,NaN,NaN,NaN
1985-11-01,146.19000244,146.19000244,146.19000244,146.19000244,45.32740259147175,41.57613824276531,NaN,NaN,NaN,NaN,45.32740259147175,NaN
1985-11-04,145.97000122,145.97000122,145.97000122,145.97000122,43.04367815647139,41.733965700091105,NaN,NaN,NaN,NaN,NaN,NaN
1985-11-05,145.36000061,145.36000061,145.36000061,145.36000061,37.41486411447735,41.418487571629264,NaN,NaN,NaN,NaN,NaN,NaN
1985-11-06,144.77999878,144.77999878,144.77999878,144.77999878,32.996520845980655,40.78741349541765,NaN,NaN,NaN,NaN,NaN,NaN
1985-11-07,144.88000488,144.88000488,144.88000488,144.88000488,34.43424043192867,40.25165444436086,NaN,NaN,NaN,NaN,NaN,NaN
1985-11-08,144.82000732,144.82000732,144.82000732,144.82000732,33.96339355553653,39.62752670027047,NaN,NaN,NaN,NaN,NaN,NaN
1985-11-11,144.05000305,144.05000305,144.05000305,144.05000305,28.56496758857749,38.50466201277834,NaN,NaN,NaN,NaN,NaN,NaN
1985-11-12,143.21000671,143.21000671,143.21000671,143.21000671,24.070222027079836,37.08741738961579,NaN,NaN,NaN,NaN,NaN,NaN
1985-11-13,142.91999817,142.91999817,142.91999817,142.91999817,22.739838585851373,35.575145377794065,NaN,NaN,NaN,NaN,NaN,NaN
1985-11-14,143.11000061,143.11000061,143.11000061,143.11000061,25.63965950689216,34.65959598872861,NaN,NaN,NaN,NaN,NaN,NaN
1985-11-15,143.08999634,143.08999634,143.08999634,143.08999634,25.53100899940344,33.81025892336241,NaN,NaN,NaN,NaN,NaN,NaN
1985-11-18,142.58000183,142.58000183,142.58000183,142.58000183,22.870182194900238,33.03829943383262,NaN,NaN,NaN,NaN,NaN,NaN
1985-11-19,142.22999573,142.22999573,142.22999573,142.22999573,21.23454707851728,31.582898833403164,NaN,NaN,NaN,NaN,NaN,NaN
1985-11-20,142,142,142,142,20.211615305387937,29.860152927319735,NaN,NaN,20.211615305387937,NaN,NaN,NaN
1985-11-21,142.21000671,142.21000671,142.21000671,142.21000671,23.820237072663687,28.32392681883344,NaN,NaN,NaN,NaN,NaN,NaN
1985-11-22,142.47999573,142.47999573,142.47999573,142.47999573,28.309362583527033,27.271475706480267,NaN,NaN,NaN,NaN,NaN,NaN
1985-11-25,142.61000061,142.61000061,142.61000061,142.61000061,30.435104346069167,26.77292143730826,NaN,NaN,NaN,NaN,30.435104346069167,NaN
1985-11-26,142.1000061,142.1000061,142.1000061,142.1000061,27.046993645872718,26.347955208729115,NaN,NaN,NaN,NaN,NaN,NaN
1985-11-27,142.08000183,142.08000183,142.08000183,142.08000183,26.9204016573308,25.811252439114984,NaN,NaN,NaN,NaN,NaN,NaN
1985-11-28,142.08000183,142.08000183,142.08000183,142.08000183,26.9204016573308,25.30818158924315,NaN,NaN,NaN,NaN,NaN,NaN
1985-11-29,142.11000061,142.11000061,142.11000061,142.11000061,27.510484075373967,25.23286133830004,NaN,NaN,NaN,NaN,NaN,NaN
1985-12-02,141.83000183,141.83000183,141.83000183,141.83000183,25.44528873876257,25.33108038913452,NaN,NaN,NaN,NaN,NaN,NaN
1985-12-03,140.92999268,140.92999268,140.92999268,140.92999268,20.196927887874565,25.149443910707607,NaN,NaN,NaN,NaN,NaN,NaN
1985-12-04,139.17999268,139.17999268,139.17999268,139.17999268,14.10489764939129,24.325532349457546,NaN,NaN,NaN,NaN,NaN,NaN
1985-12-06,137.96000671,137.96000671,137.96000671,137.96000671,11.500560463544986,23.32335745403908,NaN,NaN,NaN,NaN,NaN,NaN
1985-12-09,136.67999268,136.67999268,136.67999268,136.67999268,9.515387586615105,22.36944355344729,NaN,NaN,NaN,NaN,NaN,NaN
1985-12-11,136.25999451,136.25999451,136.25999451,136.25999451,8.968359426003957,21.493287292553482,NaN,NaN,NaN,NaN,NaN,NaN
1985-12-12,136.38000488,136.38000488,136.38000488,136.38000488,10.5507581535892,20.803226067424998,NaN,NaN,NaN,NaN,NaN,NaN
1985-12-13,136.05999756,136.05999756,136.05999756,136.05999756,10.049134468493577,19.81957588141285,NaN,NaN,NaN,NaN,NaN,NaN
1985-12-16,135.86000061,135.86000061,135.86000061,135.86000061,9.737538592315431,18.493017024897735,NaN,NaN,NaN,NaN,NaN,NaN
1985-12-17,135.24000549,135.24000549,135.24000549,135.24000549,8.824092966106235,16.949373354900384,NaN,NaN,NaN,NaN,NaN,NaN
1985-12-18,134.92999268,134.92999268,134.92999268,134.92999268,8.399788213064042,15.617430109699765,NaN,NaN,NaN,NaN,NaN,NaN
1985-12-19,134.1000061,134.1000061,134.1000061,134.1000061,7.377045491530993,14.221476097856923,NaN,NaN,NaN,NaN,NaN,NaN
1985-12-20,133.21000671,133.21000671,133.21000671,133.21000671,6.467659002279575,12.760565908210408,NaN,NaN,NaN,NaN,NaN,NaN
1985-12-23,132.8500061,132.8500061,132.8500061,132.8500061,6.138053166134441,11.233963700407584,NaN,NaN,NaN,NaN,NaN,NaN
1985-12-24,132.75999451,132.75999451,132.75999451,132.75999451,6.054964976955176,9.848940574564196,NaN,NaN,6.054964976955176,NaN,NaN,NaN
1985-12-25,133.22999573,133.22999573,133.22999573,133.22999573,12.700154314549621,9.31345674789813,NaN,NaN,NaN,NaN,NaN,NaN
1985-12-26,134.72000122,134.72000122,134.72000122,134.72000122,29.681644522734388,10.426081524565493,NaN,NaN,NaN,NaN,NaN,NaN
1985-12-27,135.78999329,135.78999329,135.78999329,135.78999329,38.87655528023865,12.381509725757898,NaN,NaN,NaN,NaN,38.87655528023865,NaN
1985-12-30,134.94999695,134.94999695,134.94999695,134.94999695,35.00656536201498,14.20230813828646,NaN,NaN,NaN,NaN,NaN,NaN
1986-01-02,134.21000671,134.21000671,134.21000671,134.21000671,31.985828198945086,15.846413050639399,NaN,NaN,NaN,NaN,NaN,NaN
1986-01-03,133.97999573,133.97999573,133.97999573,133.97999573,31.08785886052881,17.3133488154208,NaN,NaN,NaN,NaN,NaN,NaN
1986-01-06,134.22999573,134.22999573,134.22999573,134.22999573,33.28033017348885,18.972719937206172,NaN,NaN,NaN,NaN,NaN,NaN
1986-01-07,134.41000366,134.41000366,134.41000366,134.41000366,34.88669515071655,20.769088262806253,NaN,NaN,NaN,NaN,NaN,NaN
1986-01-08,135.71000671,135.71000671,135.71000671,135.71000671,45.15631530659965,23.364247001412927,NaN,NaN,NaN,NaN,NaN,NaN
1986-01-09,136.08000183,136.08000183,136.08000183,136.08000183,47.68529160392648,26.170354386474532,NaN,NaN,NaN,NaN,47.68529160392648,NaN
1986-01-10,135.67999268,135.67999268,135.67999268,135.67999268,45.255611039047245,28.875966211297115,NaN,NaN,NaN,NaN,NaN,NaN
1986-01-13,135.72000122,135.72000122,135.72000122,135.72000122,45.554420827464426,31.667877770238896,NaN,NaN,NaN,NaN,NaN,NaN
1986-01-14,135.33999634,135.33999634,135.33999634,135.33999634,43.14555599598704,34.31127082951408,NaN,NaN,NaN,NaN,NaN,NaN
1986-01-15,134.57000732,134.57000732,134.57000732,134.57000732,38.68209328087984,36.641779994080125,NaN,NaN,38.68209328087984,NaN,NaN,NaN
1986-01-16,135,135,135,135,42.27355987510705,38.754166105548514,NaN,NaN,NaN,NaN,NaN,NaN
1986-01-17,135.1499939,135.1499939,135.1499939,135.1499939,43.516368728629175,39.74236069168386,NaN,NaN,NaN,NaN,NaN,NaN
1986-01-20,135.63999939,135.63999939,135.63999939,135.63999939,47.49337007953042,40.35784746306184,NaN,NaN,NaN,NaN,NaN,NaN
1986-01-21,135.91999817,135.91999817,135.91999817,135.91999817,49.67392036470604,41.40551567753977,NaN,NaN,NaN,NaN,NaN,NaN
1986-01-22,136.83000183,136.83000183,136.83000183,136.83000183,56.06063383942065,43.12514465185945,NaN,NaN,NaN,NaN,NaN,NaN
1986-01-23,137.66000366,137.66000366,137.66000366,137.66000366,60.930756790312394,45.25678021827257,NaN,NaN,NaN,NaN,NaN,NaN
1986-01-24,139.05000305,139.05000305,139.05000305,139.05000305,67.43950385401457,47.69672119545298,NaN,NaN,NaN,NaN,NaN,NaN
1986-01-27,140.05999756,140.05999756,140.05999756,140.05999756,71.19463313588112,50.29014533725045,NaN,NaN,NaN,NaN,71.19463313588112,NaN
1986-01-28,139.63999939,139.63999939,139.63999939,139.63999939,67.69820886395226,51.900280591347055,NaN,NaN,NaN,NaN,NaN,NaN
1986-01-29,139.03999329,139.03999329,139.03999329,139.03999329,62.942514768201484,52.99008224593813,NaN,NaN,NaN,NaN,NaN,NaN
1986-01-30,138.91000366,138.91000366,138.91000366,138.91000366,61.92753300823269,54.180933815165666,NaN,NaN,NaN,NaN,NaN,NaN
1986-01-31,139.02000427,139.02000427,139.02000427,139.02000427,62.47892504370066,55.38982697346825,NaN,NaN,NaN,NaN,NaN,NaN
1986-02-03,138.25,138.25,138.25,138.25,56.32907134033558,56.33150664092172,NaN,NaN,NaN,NaN,NaN,NaN
1986-02-04,137.77000427,137.77000427,137.77000427,137.77000427,52.83763950874643,57.342617085769334,NaN,NaN,NaN,NaN,NaN,NaN
1986-02-05,136.38999939,136.38999939,136.38999939,136.38999939,44.3302044671766,57.48952027091716,NaN,NaN,NaN,NaN,NaN,NaN
1986-02-06,136.52000427,136.52000427,136.52000427,136.52000427,45.22495444761828,57.611562107987815,NaN,NaN,NaN,NaN,NaN,NaN
1986-02-07,136.25,136.25,136.25,136.25,43.65561168064721,57.337436508067576,NaN,NaN,NaN,NaN,NaN,NaN
1986-02-10,136.11000061,136.11000061,136.11000061,136.11000061,42.82578911520445,56.848284275960324,NaN,NaN,42.82578911520445,NaN,NaN,NaN
1986-02-11,136.27000427,136.27000427,136.27000427,136.27000427,44.13283329190654,55.99629852256646,NaN,NaN,NaN,NaN,NaN,NaN
1986-02-12,136.58000183,136.58000183,136.58000183,136.58000183,46.676285176249394,54.97812197870483,NaN,NaN,NaN,NaN,NaN,NaN
1986-02-13,136.77999878,136.77999878,136.77999878,136.77999878,48.31126560568181,53.61181924668106,NaN,NaN,NaN,NaN,NaN,NaN
1986-02-14,137.27999878,137.27999878,137.27999878,137.27999878,52.25285084353558,52.2588347972278,NaN,NaN,NaN,NaN,52.25285084353558,NaN
1986-02-17,137.08999634,137.08999634,137.08999634,137.08999634,50.67155505624431,51.04264523953437,NaN,NaN,NaN,NaN,NaN,NaN
1986-02-18,136.47999573,136.47999573,136.47999573,136.47999573,45.87194401165957,49.82331875692423,NaN,NaN,NaN,NaN,NaN,NaN
1986-02-19,136.63000488,136.63000488,136.63000488,136.63000488,47.19651893885633,48.771103466254495,NaN,NaN,NaN,NaN,NaN,NaN
1986-02-20,136.99000549,136.99000549,136.99000549,136.99000549,50.33741518138042,47.90385276180306,NaN,NaN,NaN,NaN,NaN,NaN
1986-02-21,136.96000671,136.96000671,136.96000671,136.96000671,50.07014229663315,47.456786401538594,NaN,NaN,NaN,NaN,NaN,NaN
1986-02-25,136.88999939,136.88999939,136.88999939,136.88999939,49.41080077596839,47.212012206340155,NaN,NaN,NaN,NaN,NaN,NaN
1986-02-26,136.66000366,136.66000366,136.66000366,136.66000366,47.21123010517689,47.41779975191161,NaN,NaN,NaN,NaN,NaN,NaN
1986-02-27,136.91999817,136.91999817,136.91999817,136.91999817,49.92495882364603,47.7535143501993,NaN,NaN,NaN,NaN,NaN,NaN
1986-02-28,136.5,136.5,136.5,136.5,45.82659610215218,47.90858466602109,NaN,NaN,NaN,NaN,NaN,NaN
1986-03-03,136.00999451,136.00999451,136.00999451,136.00999451,41.54192468493029,47.81688006385865,NaN,NaN,41.54192468493029,NaN,NaN,NaN
1986-03-04,137.75999451,137.75999451,137.75999451,137.75999451,57.003528093061604,48.736215406798294,NaN,NaN,NaN,NaN,NaN,NaN
1986-03-05,138.19000244,138.19000244,138.19000244,138.19000244,59.81598843015859,49.67476563922038,NaN,NaN,NaN,NaN,59.81598843015859,NaN
1986-03-06,137.36999512,137.36999512,137.36999512,137.36999512,52.732346058430494,49.99055710013101,NaN,NaN,NaN,NaN,NaN,NaN
1986-03-07,137.25,137.25,137.25,137.25,51.766258129922335,49.95580047773006,NaN,NaN,NaN,NaN,NaN,NaN
1986-03-10,136.00999451,136.00999451,136.00999451,136.00999451,42.99935496188799,49.40778618527604,NaN,NaN,NaN,NaN,NaN,NaN
1986-03-11,134.92999268,134.92999268,134.92999268,134.92999268,37.10522072772334,48.78159166499488,NaN,NaN,NaN,NaN,NaN,NaN
1986-03-12,134.63000488,134.63000488,134.63000488,134.63000488,35.64370107540911,47.956390389034354,NaN,NaN,NaN,NaN,NaN,NaN
1986-03-13,134.75999451,134.75999451,134.75999451,134.75999451,36.80525769770122,46.9898077116287,NaN,NaN,NaN,NaN,NaN,NaN
1986-03-14,135.13999939,135.13999939,135.13999939,135.13999939,40.203025417350666,46.285013648822805,NaN,NaN,NaN,NaN,NaN,NaN
1986-03-17,135.42999268,135.42999268,135.42999268,135.42999268,42.73347131246002,45.80806154428649,NaN,NaN,NaN,NaN,NaN,NaN
1986-03-18,134.58000183,134.58000183,134.58000183,134.58000183,37.69792826539221,45.12853998430187,NaN,NaN,NaN,NaN,NaN,NaN
1986-03-19,133.8500061,133.8500061,133.8500061,133.8500061,33.993164743951056,43.99055469289509,NaN,NaN,NaN,NaN,NaN,NaN
1986-03-20,133.33000183,133.33000183,133.33000183,133.33000183,31.610078009570117,42.97508911485351,NaN,NaN,NaN,NaN,NaN,NaN
1986-03-21,131.55000305,131.55000305,131.55000305,131.55000305,25.11862888472578,41.80199655769604,NaN,NaN,NaN,NaN,NaN,NaN
