,G,E,S
6/3/2017,-0.135832585,0.016005258,-0.0313595
7/3/2017,-0.019273176,-0.005982234,-0.012143904
8/3/2017,0.067440778,0.135288118,0.004262502
9/3/2017,-0.111859267,-0.187592207,0.00288897
10/3/2017,0.020534338,0.044148033,0.074578696
13/3/2017,0.046838795,0.046593761,0.077086501
14/3/2017,0.089774179,-0.045425943,-0.070689692
15/3/2017,0.018972287,-0.055192184,-0.053926752
16/3/2017,0.131713334,-0.006939683,-0.015227929
17/3/2017,-0.220832886,-0.284365781,0.049474109
20/3/2017,-0.006040477,0.103633007,-0.131878428
21/3/2017,0.046341738,0.05049064,0.082881236
22/3/2017,0.033660065,0.003830158,0.084929755
23/3/2017,-0.072630697,0.069142041,-0.005449631
24/3/2017,0.103118077,-0.016666667,0.028555097
27/3/2017,-0.004554308,-0.016134951,0.00925379
28/3/2017,0.173135067,-0.07489022,0.015556408
29/3/2017,-0.060732752,-0.061302272,-0.073567548
30/3/2017,0.107338469,-0.042046907,0.007308258
31/3/2017,-0.080230417,-0.080142177,-0.10365602
3/4/2017,0.097948106,0.028150456,0.018624849
4/4/2017,-0.076596839,0.065282428,-0.048641873
5/4/2017,0.120544483,-0.004043211,0.028507898
7/4/2017,0.07290878,0.098875873,0.180910287
10/4/2017,0.041087844,0.040574734,-0.087821792
11/4/2017,0.053422025,0.098828597,-0.047517851
12/4/2017,-0.084192596,-0.001137032,0.001602289
17/4/2017,-0.002583725,-0.049231118,-0.007907504
18/4/2017,0.06106111,-0.068203928,0.070588969
19/4/2017,0.179474508,-0.070993246,0.15022627
20/4/2017,0.053662321,0.027465089,0.023296468
21/4/2017,0.015933819,-0.007418206,0.161477435
24/4/2017,0.014824293,-0.00573866,-0.069285977
25/4/2017,0.107882559,0.036481089,0.050012086
26/4/2017,0.125458644,0.124636445,0.146070802
27/4/2017,0.052566453,-0.064442904,0.009001707
28/4/2017,-0.106509188,-0.013512617,-0.023455416
2/5/2017,-0.043182409,0.046461129,0.032276443
3/5/2017,0.115004839,0.052091956,0.004812232
4/5/2017,-0.138140533,-0.137381698,-0.07379599
8/5/2017,0.015880154,-0.063564229,-0.124186622
9/5/2017,-0.139712095,-0.148376411,0.017252463
11/5/2017,0.136362452,-0.032918215,0.057496061
12/5/2017,-0.230845085,-0.130918106,-0.054014324
15/5/2017,0.012425059,0.148667536,-0.014953188
16/5/2017,0.25845465,0.032377352,0.105032965
17/5/2017,0.326000578,-0.285526509,-0.174641219
18/5/2017,0.006734722,0.047323015,0.002111364
19/5/2017,0.112683881,0.119964663,0.047957257
22/5/2017,-0.088412158,-0.029469891,-0.131123274
23/5/2017,-0.028432035,-0.041892379,-0.032154291
24/5/2017,0.112257134,0.088362245,0.088048998
25/5/2017,-0.104129301,-0.13010016,-0.106606618
26/5/2017,-0.017585574,-0.031331562,0.123168801
29/5/2017,-0.036854646,0.068383878,0.114284821
30/5/2017,0.037055688,-0.106195004,-0.135198954
31/5/2017,-0.106848248,0.037320353,0.044133605
1/6/2017,-0.07919932,0.033588633,-0.016792509
2/6/2017,0.060641153,-0.048075321,-0.06386631
5/6/2017,-0.097867435,-0.074355318,-0.067093648
6/6/2017,0.127650596,-0.014583992,0.137547174
7/6/2017,-0.027310862,0.024668473,-0.093310686
8/6/2017,0.092602517,-0.030324983,0.031044218
9/6/2017,-0.13001581,-0.069578589,-0.0447406
12/6/2017,-0.031284792,0.06847369,-0.031218372
13/6/2017,0.059615807,0.01088152,-0.01478291
14/6/2017,0.127347644,-0.143799072,0.046551142
15/6/2017,-0.06271066,-0.022786454,-0.050177239
16/6/2017,0.025606939,-0.087838976,-0.010315328
19/6/2017,-0.005953976,0.045125847,0.012914396
20/6/2017,0.046083337,0.046643683,0.042706947
21/6/2017,-0.112389466,-0.137879703,-0.060172121
22/6/2017,0.06550923,0.025137029,-0.068245628
23/6/2017,-0.089454577,-0.026574887,-0.035607884
26/6/2017,-0.018783122,-0.15908598,-0.143283385
27/6/2017,0.062950412,-0.020303045,-0.023645339
28/6/2017,-0.119748863,-0.000182202,-0.053243571
29/6/2017,-0.090206573,0.065406254,0.030677299
30/6/2017,-0.097289307,0.181673812,0.109728126
3/7/2017,-0.056868913,-0.132611931,-0.047480837
4/7/2017,-0.024400011,0.085332458,0.030244033
5/7/2017,0.027159412,0.073817837,-0.085475381
6/7/2017,-0.053393718,0.03612145,0.068493232
7/7/2017,0.093089455,-0.017186011,0.06807313
11/7/2017,0.038165678,-0.064906125,-0.064953498
12/7/2017,0.022973367,-0.145348933,-0.024566902
13/7/2017,0.086373941,0.062024804,0.074820052
14/7/2017,-0.024459068,-0.038969904,0.065161613
17/7/2017,-0.111211292,0.115904084,-0.136767689
18/7/2017,-0.039738696,0.118333975,0.091104009
19/7/2017,0.07434555,0.004202961,-0.06827115
20/7/2017,-0.024638679,0.003368237,0.016058096
21/7/2017,-0.012713724,0.055759077,-0.045755664
24/7/2017,-0.01434498,-0.025954603,-0.05782924
25/7/2017,-0.019441088,0.172809363,-0.040366177
26/7/2017,0.022605253,0.101060264,0.059951732
27/7/2017,-0.020261827,0.035987464,0.037240955
31/7/2017,0.013818772,-0.000789213,-0.040804004
1/8/2017,-0.074669978,-0.051054765,0.022850745
2/8/2017,-0.098103276,-0.10426637,-0.049633163
3/8/2017,-0.055412916,0.042128019,-0.050021598
4/8/2017,0.104130992,-0.039146747,-0.062410512
7/8/2017,-0.151214925,0.099429296,0.010247968
8/8/2017,-0.027520523,-0.059202327,-0.019736243
9/8/2017,-0.062134819,0.067088619,0.052192949
10/8/2017,-0.021523884,-0.086434437,0.011461577
11/8/2017,-0.128938022,-0.004934043,0.042230406
15/8/2017,-0.038777506,0.040013034,0.130628097
16/8/2017,0.044341484,-0.009503425,0.045876777
17/8/2017,-0.104096988,0.023150828,0.034179986
18/8/2017,0.026363388,0.090273765,-0.005237137
21/8/2017,0.02881478,0.045692024,0.068161171
22/8/2017,-0.049900143,0.024055513,-0.047925822
23/8/2017,0.104398992,0.001912675,-0.031352394
24/8/2017,-0.063459208,-0.155814908,-0.072772853
25/8/2017,-0.004581616,-0.012162963,-0.133467043
28/8/2017,0.011180969,-0.094477376,-0.0428295
29/8/2017,0.098949499,0.124519591,0.16849527
30/8/2017,-0.078993101,0.020760863,0.02948677
31/8/2017,0.078519087,-0.062479432,-0.055778282
1/9/2017,-0.016329506,-0.024534603,-0.029432704
4/9/2017,0.028278342,0.063923516,0.097353698
5/9/2017,-0.013045827,-0.002421525,0.056845275
6/9/2017,-0.028210231,-0.038679513,0.013399346
7/9/2017,-0.089766657,0.015537217,-0.096410817
8/9/2017,0.035041826,-0.026129449,-0.018606577
11/9/2017,-0.02818564,-0.083166695,-0.116602601
12/9/2017,-0.100999828,0.085867014,0.104596711
13/9/2017,0.016674901,-0.042688401,0.003107697
14/9/2017,0.113388028,0.091904524,0.156302179
15/9/2017,-0.057497391,0.029174599,0.053948994
18/9/2017,0.14558787,0.146204701,0.113965181
19/9/2017,0.068880148,0.08056403,0.019176223
20/9/2017,-0.080585728,-0.049668828,-0.054263163
21/9/2017,0.030820116,-0.063487654,0.036240167
22/9/2017,-0.006672301,-0.036672581,-0.002988311
25/9/2017,0.065690712,-0.039742789,0.085013479
26/9/2017,-0.000371617,-0.019529825,0.002957594
27/9/2017,0.062410301,-0.015015958,0.057563907
28/9/2017,-0.028616768,-0.050887737,-0.048381822
29/9/2017,-0.157106163,0.174287882,0.096712354
2/10/2017,0.241561524,0.081370745,0.109526593
3/10/2017,6.05E-05,-0.037981043,0.02852281
4/10/2017,0.028589447,-0.134735131,-0.03827573
5/10/2017,0.014043206,-0.022832577,0.002076579
6/10/2017,0.088911327,0.137123456,0.079586953
9/10/2017,-0.15342495,-0.006765981,-0.059308923
10/10/2017,-0.009433353,0.034018969,-0.007612551
11/10/2017,0.028841299,-0.019313858,0.030531929
12/10/2017,0.134466034,-0.215245217,-0.159972128
16/10/2017,-0.189462474,0.044571061,-0.091547598
17/10/2017,-0.043041878,-0.055138012,-0.120495459
18/10/2017,-0.031527505,-0.08009965,-0.073853118
19/10/2017,0.046064114,-0.014762087,0.025658768
20/10/2017,-0.152605532,-0.051428731,0.002689928
24/10/2017,0.139784404,0.025809042,0.04911933
25/10/2017,0.010381624,-0.127005562,0.066751871
27/10/2017,-0.024247323,0.017142755,0.089056219
30/10/2017,0.118612685,0.043353336,0.025165429
31/10/2017,-0.078047225,-0.093098824,-0.070521639
1/11/2017,-0.145965489,-0.057936289,-0.001976521
2/11/2017,-0.054797572,-0.017958942,-0.072747798
3/11/2017,0.163798502,0.08241808,0.019957002
6/11/2017,0.101185658,0.108901236,0.03427447
7/11/2017,0.004710536,0.045674959,0.01261173
8/11/2017,-0.114931697,0.05076209,-0.126051508
9/11/2017,-0.092765624,0.100103746,-0.044428982
10/11/2017,-0.04933542,-0.145667518,-0.041738578
13/11/2017,0.055316932,0.083947845,0.157892249
14/11/2017,0.117887494,-0.04056953,0.029351893
15/11/2017,-0.226677036,0.014658235,-0.093075479
16/11/2017,-0.072926279,0.068972722,-0.085587501
17/11/2017,0.031785909,0.044428928,0.166053513
20/11/2017,-0.10349028,-0.054223254,-0.049757278
21/11/2017,-0.084699479,0.141274353,-0.022926532
22/11/2017,-0.073678221,0.025932668,-0.095229479
23/11/2017,-0.058583277,0.00369746,-0.155778831
24/11/2017,-0.080006282,0.00595014,0.047868073
27/11/2017,-0.051944565,0.114791654,0.031233644
28/11/2017,0.093037622,-0.108735163,0.004898935
29/11/2017,-0.016500491,0.007369815,-0.093004055
30/11/2017,0.075604988,-0.074251337,0.022117625
1/12/2017,-0.106978608,0.188350417,0.009106423
4/12/2017,-0.028656091,0.039721144,-0.025478601
6/12/2017,0.043357144,-0.045439963,-0.048391332
7/12/2017,0.115955758,0.075702963,0.118511894
8/12/2017,-0.026590655,-0.053935328,-0.081692923
12/12/2017,0.016252896,0.10665816,0.118341764
13/12/2017,0.060079382,0.009117048,0.118151753
14/12/2017,-0.058625761,0.042455501,0.022218128
15/12/2017,-0.039203002,0.050544185,-0.046044391
18/12/2017,0.172682144,0.047417618,0.012421958
19/12/2017,-0.087810942,-0.089574545,-0.165516481
20/12/2017,0.117524985,0.079274402,0.136030106
21/12/2017,-0.053272209,-0.035620381,-0.001605979
22/12/2017,-0.010425633,-0.061753223,0.044325078
25/12/2017,-0.053243839,-0.036965175,-0.054398722
26/12/2017,-0.117300954,-0.066390881,-0.084725303
27/12/2017,-0.095309248,0.03236501,-0.092308293
28/12/2017,0.064886611,0.059949729,-0.0228079
29/12/2017,0.071468575,-0.131830998,-0.10764647
3/1/2018,0,0,0
4/1/2018,-0.108931915,0.059863227,-0.025888254
5/1/2018,-0.140771494,-0.126030895,-0.082554566
8/1/2018,0.006592865,-0.055758422,0.055217789
9/1/2018,-0.005620023,0.183073361,0.181088618
10/1/2018,-0.119854741,-0.081539944,-0.121144258
11/1/2018,0.307294104,0.007999554,-0.064298685
12/1/2018,-0.10904761,-0.072196639,-0.048318216
15/1/2018,0.068443166,0.117706376,0.122579762
16/1/2018,-0.127218247,-0.052553329,-0.070335612
17/1/2018,0.011343701,0.131805789,0.029840639
18/1/2018,0.03389623,0.018471706,-0.024565819
19/1/2018,0.075446022,-0.037897989,-0.043545588
22/1/2018,0.050579811,0.007128966,-0.012674613
23/1/2018,-0.046100775,0.074191244,0.069894908
24/1/2018,-0.146056266,0.006571249,0.022357377
25/1/2018,0.101448104,0.061659171,-0.003354078
26/1/2018,0.075598987,0.032741798,0.013551205
29/1/2018,0.00240512,-0.016386222,-0.013983552
30/1/2018,0.080280802,-0.023829121,-0.023676906
31/1/2018,-0.13735366,0.01142331,-0.034100989
1/2/2018,-0.253361634,-0.055571021,-0.098614055
2/2/2018,-0.126224704,-0.03147197,-0.000734287
5/2/2018,0.140908788,-0.072850754,-0.096431367
6/2/2018,0.050521196,0.152141018,0.142897582
7/2/2018,0.002094487,-0.062625227,-0.032577646
8/2/2018,0.035212919,-0.139354537,-0.127652178
9/2/2018,0.13639065,0.014670983,0.071538365
12/2/2018,0.045545806,-0.049157345,-0.078124705
13/2/2018,-0.03295936,-0.033049501,0.025341115
14/2/2018,0.129476573,0.100254596,0.12403355
15/2/2018,-0.0766749,-0.111426044,-0.072925004
16/2/2018,-0.031606659,-0.052619588,-0.040123621
19/2/2018,-0.000168016,0.187930899,0.191987695
20/2/2018,0.000348425,-0.000569671,-0.091721163
21/2/2018,-0.211627995,0.141510361,0.034467111
22/2/2018,-0.090984118,0.136047306,0.139675268
23/2/2018,0.120507621,-0.062241501,-0.042313629
26/2/2018,0.067818721,0.07392724,0.046759505
27/2/2018,-0.013379065,0.108795708,0.237575363
28/2/2018,-0.04870157,-0.077291104,-0.013256424
2/3/2018,-0.141761598,-0.08218206,-0.152884258
5/3/2018,-0.116774806,0.02824615,0.05728641
6/3/2018,-0.255304073,0.171265518,0.162823469
7/3/2018,-0.043252868,-0.074165152,-0.066945335
8/3/2018,-0.087836227,-0.05037051,-0.022915305
9/3/2018,-0.13550004,0.21757699,0.229650862
12/3/2018,-0.213934247,0.065235331,0.090853187
13/3/2018,0.243793176,-0.167422573,-0.172851118
14/3/2018,0.188419622,0.028773208,0.027525935
15/3/2018,-0.05360743,-0.000940235,0.043152116
16/3/2018,0.182873272,0.144150485,0.198836675
19/3/2018,0.079263599,-0.093748405,-0.075257628
20/3/2018,-0.05930886,0.004605892,0.018189456
21/3/2018,-0.06768816,-0.060851256,-0.105788412
22/3/2018,0.070861722,0.101536671,0.107740956
23/3/2018,-0.067661805,-0.022475956,-0.02023079
26/3/2018,-0.080079374,-0.138945713,-0.067886867
27/3/2018,0.053494879,0.179962468,0.081512455
28/3/2018,-0.001665119,0.113540684,0.09789048
29/3/2018,0.014401035,0.015928474,0.013767041
30/3/2018,0.055908184,0.025885078,0.053159359
2/4/2018,-0.128050248,0.027251062,0.075836268
3/4/2018,-0.353108773,0.154964208,0.182984007
4/4/2018,-0.105580309,0.12783022,0.059155344
5/4/2018,0.305400675,0.109592432,0.023758452
9/4/2018,-0.247327956,0.200626511,0.326088134
10/4/2018,0.238248352,-0.237033342,-0.285053697
11/4/2018,-0.059591031,-0.00943511,0.050426147
12/4/2018,0.104451447,0.056076032,0.026277073
17/4/2018,0.107304432,-0.061339954,-0.166885054
18/4/2018,0.044133887,-0.101461656,-0.009779926
19/4/2018,0.076004279,0.159258951,-0.018221079
20/4/2018,-0.029741225,0.038830439,-0.004963782
23/4/2018,0.062657408,0.109224971,0.075659456
24/4/2018,-0.078881535,-0.092453317,-0.099346526
25/4/2018,-0.007506994,0.052973012,0.057850314
26/4/2018,0.127724313,-0.031167815,-0.002000479
27/4/2018,0.018944546,0.165022031,0.190415859
30/4/2018,-0.028794522,0.040262013,0.050831377
2/5/2018,-0.060403721,-0.048752427,-0.071341074
3/5/2018,-0.05540479,-0.066035348,-0.124054347
4/5/2018,-0.005284128,-0.071481595,-0.129355188
7/5/2018,-0.057318025,0.048257515,0.065190941
8/5/2018,0.043569722,-0.075248895,-0.123904305
9/5/2018,0.076422363,0.047380213,-0.150054726
10/5/2018,0.00584883,-0.077524997,0.001575405
11/5/2018,0.003911221,-0.07938656,0.011749817
14/5/2018,-0.091344034,-0.040031304,-0.021962316
15/5/2018,-0.24530615,-0.095464595,-0.148754602
16/5/2018,-0.111210056,0.062208733,0.001975493
17/5/2018,0.05264915,0.178950041,-0.016634009
18/5/2018,0.118817909,-0.091354032,-0.101641988
21/5/2018,-0.103371395,-0.210720282,-0.126767101
22/5/2018,-0.069839074,-0.099767381,-0.062556756
23/5/2018,0.104426997,-0.136033353,-0.057808798
24/5/2018,-0.025903469,-0.179146197,-0.143935419
25/5/2018,-0.069598722,0.141120126,0.127001414
28/5/2018,-0.092177354,-0.205247971,0.023246519
30/5/2018,-0.17675608,0.228683081,0.16798503
31/5/2018,-0.010133419,-0.023069865,-0.16751732
1/6/2018,-0.006180604,-0.122341014,-0.091429433
4/6/2018,0.225879479,0.053501397,0.086876865
5/6/2018,-0.0236568,-0.158353375,-0.055547778
6/6/2018,0.139149532,0.154948821,0.065929027
7/6/2018,0.001113743,0.045209274,0.025868729
8/6/2018,0.08817514,-0.076787566,0.007180495
11/6/2018,-0.051479784,0.015555428,0.025758198
12/6/2018,-0.148784917,-0.046130088,-0.084014845
13/6/2018,-0.079936461,-0.092443585,-0.069580797
14/6/2018,-0.01863691,-0.02665355,-0.074347531
15/6/2018,0.054189036,-0.118417024,-0.101971976
18/6/2018,0.023022241,-0.128696604,-0.054047844
19/6/2018,0.066054388,0.164656151,0.164163761
20/6/2018,-0.036472309,-0.033448605,0.042084406
21/6/2018,-0.075673078,-0.136423514,-0.15640248
22/6/2018,0.190533516,0.098424601,0.105240889
25/6/2018,-0.10136891,-0.02015452,-0.059827298
26/6/2018,0.080641387,0.153909679,0.047409815
27/6/2018,0.006178881,-0.02425838,-0.038997119
28/6/2018,-0.187998532,-0.074137741,-0.106254524
29/6/2018,-0.019858491,0.127624171,0.038217878
2/7/2018,-0.079764971,-0.320033891,0.003422172
3/7/2018,-0.064525415,0.026184302,0.02255053
4/7/2018,0.08892254,-0.094327812,-0.096652028
5/7/2018,-0.223893977,-0.001158662,0.065654558
6/7/2018,0.120340385,-0.036778149,0.021826943
9/7/2018,-0.057682515,0.071584337,0.079547105
10/7/2018,0.142450444,0.13072729,0.039817292
11/7/2018,0.091846647,-0.01912577,0.080516276
12/7/2018,0.144697767,-0.07076905,-0.222786188
13/7/2018,-0.043390741,0.017048347,-0.064587775
16/7/2018,-0.013230189,0.031811391,-0.058680648
17/7/2018,-0.073648121,-0.080305763,0.001000981
18/7/2018,0.020301079,0.024922765,0.115125699
19/7/2018,0.1170606,-0.050049103,-0.072531601
20/7/2018,0.18115979,0.256326081,0.168833105
23/7/2018,0.131259647,0.203204388,0.234681048
24/7/2018,-0.114834054,-0.000165886,0.023360213
25/7/2018,-0.134202139,-0.085994519,-0.151243277
26/7/2018,-0.091419234,-0.074006812,-0.053056185
31/7/2018,0.128946816,-0.051493184,-0.021554482
1/8/2018,0.151150454,0.261078233,0.182151367
2/8/2018,0.0208831,-0.018814782,-0.021683341
3/8/2018,0.100365306,-0.113864848,-0.170866751
6/8/2018,-0.032668004,0.048123807,0.036082987
7/8/2018,0.063134254,0.097248002,0.007639902
8/8/2018,-0.105575277,-0.135615335,-0.104103865
9/8/2018,-0.032255896,-0.051022489,-0.021537901
10/8/2018,0.069443242,-0.026875502,-0.018247772
14/8/2018,0.177834716,0.105757835,0.096156044
15/8/2018,-0.025618659,0.070214732,0.066563631
16/8/2018,0.099862385,-0.034625106,-0.009510761
17/8/2018,0.12165126,-0.022726248,0.000985901
20/8/2018,0.038082929,0.008278915,0.02383208
21/8/2018,-0.097236948,0.088429475,0.109751368
22/8/2018,0.021927015,-0.015927966,-0.063819825
23/8/2018,0.022546174,-0.030306863,-0.053044591
24/8/2018,-0.022814854,-0.037604401,-0.035474038
27/8/2018,0.040653131,-0.134777177,-0.047696614
28/8/2018,0.010210701,0.097364767,0.083855212
29/8/2018,0.076099626,0.060532332,0.079861766
30/8/2018,0.109871068,0.000422923,-0.033973896
31/8/2018,0.028353886,-0.03436842,0.011636502
3/9/2018,0.027604975,0.014043519,0.027127491
4/9/2018,0.014207939,-0.042860017,-0.09725945
5/9/2018,0.030592436,-0.031509069,-0.028810485
6/9/2018,-0.049486189,0.106991471,0.119074399
7/9/2018,-0.047700301,-0.082521401,-0.021005088
10/9/2018,0.062614756,-0.164004669,-0.133400931
11/9/2018,0.065800563,-0.081268754,-0.120740809
12/9/2018,-0.087033276,-0.054771731,-0.043250014
13/9/2018,-0.01809934,0.158524722,0.086925999
14/9/2018,0.0181374,-0.084535713,-0.090987468
17/9/2018,-0.004545817,-0.114082474,-0.145294654
18/9/2018,0.005096165,0.055695507,0.103425826
19/9/2018,-0.17211138,0.057794634,-0.021791863
20/9/2018,0.122762122,0.166571367,0.147223422
21/9/2018,-0.212705546,-0.157105025,-0.08052082
24/9/2018,0.034692981,0.053001569,-0.000203372
25/9/2018,0.008110656,0.080239956,0.086835834
26/9/2018,-0.014633078,-0.007119427,-0.012744117
27/9/2018,0.054954606,-0.01604459,-0.026560104
28/9/2018,0.069556853,-0.123466412,-0.116797636
1/10/2018,-0.023133612,0.005210201,-0.040941039
2/10/2018,0.065702902,-0.130134158,-0.056692154
3/10/2018,0.112968374,0.019482662,0.035442339
4/10/2018,-0.066163459,-0.076017919,-0.002702019
5/10/2018,0.105985827,0.000801641,-0.024994688
8/10/2018,-0.192860752,-0.042635631,0.003074438
9/10/2018,-0.113254339,0.03503039,-0.005349916
10/10/2018,0.02386618,-0.072082709,-0.0508768
11/10/2018,0.02439006,0.002379026,-0.025898076
12/10/2018,-0.03418703,-0.126718597,-0.103068606
16/10/2018,-0.043165357,-0.136176005,-0.104261987
17/10/2018,0.093811332,0.188707535,0.213688645
18/10/2018,-0.080198149,-0.059787043,-0.055128242
19/10/2018,-0.213863973,-0.056944212,-0.080377975
22/10/2018,-0.017629888,-0.036589939,-0.083443677
24/10/2018,-0.164639464,-0.140686,-0.044082244
25/10/2018,0.224994631,0.024204597,-0.003592619
26/10/2018,0.017163065,-0.051145428,-0.012414292
29/10/2018,-0.033779776,0.018665312,-0.010464318
30/10/2018,0.074546891,-0.003255196,-0.001825806
31/10/2018,0.115587211,0.151254005,0.133510964
1/11/2018,-0.108996421,-0.120034616,-0.1202709
2/11/2018,-0.059277391,0.07982877,0.024544432
5/11/2018,0.063511278,0.01331982,-0.11429386
6/11/2018,-0.117423638,0.134188853,0.076310436
7/11/2018,-0.108907291,0.160547992,0.238164669
8/11/2018,-0.005861704,0.097830624,0.027506245
9/11/2018,-0.162518249,-0.100312331,-0.122396444
12/11/2018,0.045578925,0.052990758,0.047247536
13/11/2018,-0.057491213,0.082033478,0.072718728
14/11/2018,-0.004969018,-0.160099415,-0.062225362
15/11/2018,0.104937604,0.150702374,0.105583284
16/11/2018,0.027787976,0.166258113,0.13226338
19/11/2018,0.007990368,-0.111766439,-0.133718801
20/11/2018,-0.089592838,0.19200673,0.143164506
21/11/2018,0.027149998,-0.253527871,-0.208123466
22/11/2018,-0.108842714,0.101902823,0.153258335
23/11/2018,0.085176124,0.002763353,-0.053213902
26/11/2018,0.052547799,-0.055150273,0.037419531
27/11/2018,-0.02242001,-0.033552962,-0.011239773
28/11/2018,0.047970338,-0.071216186,0.021656522
29/11/2018,-0.111142058,0.070086085,0.005258701
30/11/2018,-0.038097527,0.001482722,-0.012316232
3/12/2018,-0.079035527,0.093472528,0.022716355
4/12/2018,0.012946275,0.057744586,-0.007309346
6/12/2018,-0.051555093,-0.126084465,-0.116539995
7/12/2018,-0.048979837,-0.190539091,-0.084073404
11/12/2018,0.024126449,0.051895619,0.067252214
12/12/2018,0.038994568,-0.001838541,-0.024482106
13/12/2018,-0.131278073,-0.140705221,-0.091019418
14/12/2018,0.056712275,0.017975115,0.181158428
17/12/2018,-0.103971848,0.063663736,0.079930266
18/12/2018,-0.047230087,0.090788857,-0.035662445
19/12/2018,0.128585455,-0.294909471,-0.122952012
20/12/2018,0.095341996,0.037055506,0.054271459
21/12/2018,-0.064629896,0.066364531,0.071470004
24/12/2018,-0.036379459,-0.008921868,-0.056605264
25/12/2018,0.045788901,0.106030573,0.178097777
26/12/2018,-0.029724522,0.010096419,-0.045231683
27/12/2018,0.002666236,0.049331781,0.054829581
28/12/2018,0.023271426,-0.065725774,-0.071933511
2/1/2019,0,0,0
3/1/2019,0.273613138,0.103537206,0.297288053
4/1/2019,0.146864825,0.450070856,0.119306246
7/1/2019,0.024601219,-0.066294354,0.001424
8/1/2019,-0.058842049,-0.101873004,-0.007065531
9/1/2019,0.047121212,0.087023589,0.022447039
10/1/2019,0.085930406,0.21136569,0.378443684
11/1/2019,-0.074539768,-0.177596168,-0.100208041
14/1/2019,0.004360582,-0.179169361,-0.261106302
15/1/2019,0.040178043,0.123934485,0.161124382
16/1/2019,0.131640334,-0.064106667,0.020605313
17/1/2019,0.083727146,0.135261103,0.248382272
18/1/2019,0.363258608,0.445823435,0.362417116
21/1/2019,0.380145303,0.190260469,0.159005275
22/1/2019,-0.428752174,-0.299561651,-0.340048863
23/1/2019,-0.130323173,-0.642353624,-0.635331814
24/1/2019,-0.045911802,-0.043034776,-0.023774908
25/1/2019,0.093935267,-0.205859255,-0.225096735
28/1/2019,0.153939192,0.087613827,0.085146859
29/1/2019,-0.076745651,0.200740379,0.014494954
30/1/2019,0.183479273,-0.257544395,-0.108645548
31/1/2019,-0.146246051,-0.05971422,-0.307646257
1/2/2019,0.085097394,-0.23167372,-0.035072571
4/2/2019,0.047499895,-0.330913754,-0.081092983
5/2/2019,0.076384346,0.021002721,0.081945496
6/2/2019,-0.00083223,-0.104118603,-0.266748666
7/2/2019,-0.024800176,-0.056063344,-0.028156162
8/2/2019,0.120839926,-0.190501138,-0.055879806
11/2/2019,-0.13711432,0.25589279,0.012516476
12/2/2019,0.192425612,-0.2338678,-0.14281818
13/2/2019,0.055744726,-0.051869958,-0.174093979
14/2/2019,-0.16320738,-0.018951731,-0.205456238
15/2/2019,-0.275943455,0.185319569,0.126388375
18/2/2019,-0.052314534,0.038080973,0.135688669
20/2/2019,0.015349117,-0.199241778,-0.113247548
21/2/2019,-0.436072961,-0.080142866,-0.154964815
22/2/2019,0.06189863,-0.239664687,-0.166363391
25/2/2019,-0.155245242,-0.295148462,-0.22190412
26/2/2019,0.126977351,-0.213511914,-0.127596262
27/2/2019,0.080587291,0.196569331,0.306973426
28/2/2019,-0.032365117,-0.169228715,-0.147060207
1/3/2019,-0.320874027,0.19692426,-0.240544858
4/3/2019,0.049991325,0.277607529,0.123169967
5/3/2019,0.228848696,-0.049033703,0.020176895
6/3/2019,-0.170515991,-0.073841875,-0.022875885
7/3/2019,0.055150695,-0.232970488,-0.149018159
8/3/2019,-0.178604289,0.118433935,-0.044452927
11/3/2019,-0.156542087,-0.265593175,-0.276606948
12/3/2019,0.191640991,0.128558025,0.105429259
13/3/2019,0.115722053,-0.070402422,0.002506136
14/3/2019,0.054608467,0.121862173,-0.042778624
15/3/2019,-0.258645776,0.016893749,-0.035240583
18/3/2019,0.255594549,0.11946525,0.015775285
19/3/2019,-0.043737952,-0.057339197,-0.08013082
20/3/2019,-0.041823345,-0.254086068,-0.297946429
21/3/2019,0.162491637,0.152454353,0.064321215
22/3/2019,-0.14857687,0.263077415,0.407135578
25/3/2019,0.093093163,-0.113346935,-0.195662961
26/3/2019,-0.023626374,0.11297047,0.068723264
27/3/2019,0.08307023,-0.075173988,-0.148189153
28/3/2019,0.007242483,0.085391089,0.00677978
29/3/2019,-0.046784902,-0.054490447,0.085701712
1/4/2019,0.087747071,-0.169676185,-0.061918867
2/4/2019,0.007793081,0.061984063,-0.091618097
3/4/2019,0.213998836,-0.003531253,0.179581481
4/4/2019,0.025862245,0.066315336,0.050434903
5/4/2019,-0.081795005,-0.198072114,-0.185975319
9/4/2019,0.027406705,0.026128334,0.053397422
10/4/2019,-0.164830107,-0.236122276,-0.390833468
11/4/2019,0.002395098,-0.194164121,-0.11031917
12/4/2019,-0.033313064,-0.141710907,-0.118678229
17/4/2019,0.064185336,-0.470439553,-0.391267035
18/4/2019,-0.208804214,-0.165675282,-0.215756463
19/4/2019,0.072091543,0.134646704,0.054846588
22/4/2019,-0.41306671,-0.142934091,-0.152604364
23/4/2019,0.182526139,-0.161267291,-0.062616181
24/4/2019,0.058907808,-0.077428993,-0.195287027
25/4/2019,-0.117133131,-0.067254628,-0.170129909
26/4/2019,-0.229139852,-0.018900071,-0.221635834
29/4/2019,-0.147327717,-0.265630666,-0.252028193
30/4/2019,0.150976483,0.098662021,0.069158083
