,G,E,S
2/5/2019,0.004562447,-0.070149956,-0.21251371
3/5/2019,-0.303117809,0.018191245,-0.131185392
7/5/2019,-0.17680892,0.137505612,0.103800553
8/5/2019,-0.143726558,0.166142563,0.290580061
9/5/2019,0.005075892,0.090495249,0.08241607
10/5/2019,0.012429087,-0.042506341,-0.187395374
13/5/2019,-0.315033414,0.030943385,-0.139218037
14/5/2019,0.167866249,0.271966483,-0.050783255
15/5/2019,-0.334546487,0.267641698,-0.082159767
16/5/2019,-0.016111977,-0.284157133,-0.13781598
17/5/2019,-0.238797898,-0.061676897,-0.167190808
21/5/2019,-0.022873557,0.042423646,-0.060069232
22/5/2019,-0.197490624,-0.215049407,-0.067774565
23/5/2019,-0.210662725,-0.112220891,-0.218072841
24/5/2019,-0.003968941,-0.015232094,-0.129890367
27/5/2019,-0.044441074,-0.255387175,-0.122690904
28/5/2019,0.069296925,-0.297263182,-0.215812216
29/5/2019,0.151979036,-0.003508833,-0.152614482
30/5/2019,0.226113404,0.113156272,-0.006765219
31/5/2019,0.131242927,0.108928468,0.128677669
4/6/2019,-0.184127837,-0.069606763,-0.141555759
5/6/2019,0.085570736,-0.161884497,0.029246895
6/6/2019,-0.094176633,-0.254812239,-0.213974005
7/6/2019,0.148103172,0.010249948,-0.078160122
10/6/2019,0.044436366,-0.03756943,-0.002127749
11/6/2019,-0.043379502,0.360798912,0.409534661
12/6/2019,-0.133599899,-0.002511005,-0.051244961
13/6/2019,0.067951093,-0.045138942,-0.105961364
14/6/2019,0.007280161,-0.031906555,-0.114415867
17/6/2019,0.287378163,0.08330203,-0.081573618
18/6/2019,-0.151460347,0.049980312,0.030469697
19/6/2019,0.180792844,-0.107845084,0.142910591
20/6/2019,0.284736747,0.240606173,0.10485672
21/6/2019,-0.02989947,0.188530503,0.005223633
24/6/2019,0.068264393,0.275627528,0.264935925
25/6/2019,-0.105228758,-0.20471823,-0.204905842
26/6/2019,-0.150888959,0.142289128,-0.080664435
27/6/2019,0.266153201,0.065615387,-0.01852123
28/6/2019,0.091161368,0.116741089,0.095920911
1/7/2019,0.060472667,0.264816881,0.141765003
2/7/2019,-0.254102313,0.030636928,-0.088633608
3/7/2019,0.104202967,-0.248477881,-0.246133001
4/7/2019,-0.118352787,-0.20248089,-0.14633039
5/7/2019,0.167607003,0.046754905,-0.060722894
8/7/2019,-0.110191754,-0.117717641,-0.173179445
9/7/2019,0.220362606,-0.263227663,-0.084553567
10/7/2019,0.095394467,0.188332162,0.107643192
11/7/2019,0.350816731,0.189905877,0.157197712
12/7/2019,0.052301216,-0.072075931,0.108982153
15/7/2019,0.226027579,0.153911463,0.040281016
17/7/2019,-0.058602969,-0.133918986,0.032316112
18/7/2019,-0.094722238,-0.176865983,-0.354689292
19/7/2019,-0.0364749,-0.272540613,-0.216625265
22/7/2019,0.173874541,0.09352528,0.0917815
23/7/2019,-0.007289969,0.165897638,0.126766368
24/7/2019,0.212643453,-0.314340036,-0.171934165
25/7/2019,-0.242433642,-0.182772206,-0.414799973
26/7/2019,0.22983528,-0.084683266,-0.094819097
30/7/2019,-0.296033014,0.343229744,0.242691109
31/7/2019,-0.014742405,-0.021191417,-0.136780657
1/8/2019,-0.231393731,0.022186527,-0.018945418
2/8/2019,-0.013716614,-0.260426374,-0.236287539
5/8/2019,-0.026098492,0.114674089,0.096756443
6/8/2019,-0.040247293,-0.154568331,-0.241862064
7/8/2019,-0.055442884,-0.32330039,-0.364380066
8/8/2019,0.151847874,0.13845258,-0.058184977
9/8/2019,0.011768879,0.589351172,0.429807486
13/8/2019,0.301487251,0.155135677,0.070292372
14/8/2019,0.285721281,0.113770832,0.037622054
15/8/2019,-0.277925591,-0.099723231,-0.291561391
16/8/2019,0.154346516,0.008279245,-0.03141567
19/8/2019,0.102874967,-0.212701905,-0.245411032
20/8/2019,-0.055067305,-0.183257676,-0.206539235
21/8/2019,0.308763905,0.174757863,0.072373508
22/8/2019,0.033670195,0.188457344,-0.120453888
23/8/2019,0.343918177,-0.109482448,0.005806822
26/8/2019,-0.09243525,-0.091316547,-0.234440796
27/8/2019,-0.213486008,-0.068999347,-0.179764626
28/8/2019,0.273273196,0.084303977,0.028595336
29/8/2019,-0.069048501,0.324928386,0.718388108
30/8/2019,-0.052698657,0.229413542,0.15258147
2/9/2019,-0.217938693,-0.240338391,-0.512332277
3/9/2019,0.13132279,0.115617352,-0.065668912
4/9/2019,-0.049347037,0.198321135,0.240109775
5/9/2019,0.121293452,-0.081762804,0.034545778
6/9/2019,-0.109597617,-0.064624274,0.01215072
9/9/2019,-0.01776111,0.155179146,0.159642411
10/9/2019,0.132575223,-0.145105608,0.052334491
11/9/2019,-0.110805249,0.283010554,0.680971773
12/9/2019,-0.182013142,-0.027139229,0.042486634
13/9/2019,0.124277033,-0.048408038,-0.185467866
16/9/2019,-0.092478938,0.008051548,-0.271352537
17/9/2019,0.190708156,-0.179183987,-0.045896205
18/9/2019,0.007922582,-0.287870181,-0.441285971
19/9/2019,-0.106195971,0.003952565,-0.030166429
20/9/2019,-0.123754933,0.164358206,0.34673892
23/9/2019,0.281106244,0.317658376,0.232271209
24/9/2019,0.025482782,0.159436846,0.081201766
25/9/2019,-0.202848856,-0.482952989,-0.327972793
26/9/2019,0.227741216,-0.088364854,-0.298985918
27/9/2019,0.007991334,0.103054368,0.025889703
30/9/2019,0.158570838,0.322235327,0.10274614
1/10/2019,0.023301048,-0.185208054,-0.132482336
2/10/2019,0.042108175,-0.023800771,-0.043713316
3/10/2019,0.033113949,0.071939933,0.060443521
4/10/2019,0.077241301,-0.093368747,-0.237907807
7/10/2019,-0.140616877,-0.049193314,-0.03159519
8/10/2019,0.180674254,-0.029859127,0.036168356
9/10/2019,0.210087584,0.281977121,0.157050952
10/10/2019,0.008861056,-0.235916805,-0.114099287
11/10/2019,0.055172583,0.076713315,-0.192991667
15/10/2019,0.023550296,0.071463095,-0.246616984
16/10/2019,-0.081806353,-0.182711856,-0.240808689
17/10/2019,-0.039209374,-0.207530655,-0.359839839
18/10/2019,-0.200850244,0.113981151,-0.258001651
21/10/2019,-0.112521979,0.257305155,-0.019635161
22/10/2019,0.03287987,-0.176683339,-0.24318268
24/10/2019,-0.341978151,0.237781958,-0.243649948
25/10/2019,0.00121242,0.160302266,0.149908262
28/10/2019,-0.256161056,-0.286324463,-0.248070977
29/10/2019,-0.094174237,-0.309984119,-0.220663936
30/10/2019,0.005876757,0.466381699,0.888836236
31/10/2019,0.025543,-0.000503654,0.048411611
1/11/2019,-0.05406202,0.000818389,-0.042773614
4/11/2019,0.249716843,0.040233684,0.048522126
5/11/2019,-0.062075336,-0.080062512,-0.012901431
6/11/2019,0.06414674,-0.176036796,0.216569991
7/11/2019,0.19605814,0.034291578,0.21230087
8/11/2019,0.003541383,-0.252033353,-0.041459784
11/11/2019,-0.476434263,0.071716993,-0.197080779
12/11/2019,0.199688591,0.276354451,0.333020895
13/11/2019,-0.482930751,0.363959071,0.193833557
14/11/2019,-0.053246431,-0.062199581,-0.096365822
15/11/2019,-0.111715393,0.292116361,0.124779078
18/11/2019,0.134781104,-0.014054049,0.064754778
19/11/2019,0.295823578,-0.302454094,-0.251430161
20/11/2019,-0.110812641,0.040885592,-0.260717494
21/11/2019,0.161211216,-0.082718946,0.118602064
22/11/2019,-0.150581939,0.093759541,0.136397883
25/11/2019,0.281723959,0.106385245,0.32110128
26/11/2019,-0.188814343,-0.15711492,-0.051683744
27/11/2019,-0.305591962,-0.027914719,0.181787132
28/11/2019,0.071565914,-0.063813607,0.095482661
29/11/2019,-0.214733642,-0.123945695,-0.07605881
2/12/2019,-0.004481249,0.029395986,0.16646681
3/12/2019,0.126726223,-0.20747429,-0.341038592
4/12/2019,-0.086594902,0.11374881,-0.123479184
6/12/2019,-0.011007473,-0.009586918,0.103165988
9/12/2019,0.003114839,0.050036597,0.158713965
11/12/2019,0.047323336,-0.135026101,-0.000708164
12/12/2019,0.258653479,-0.10718637,-0.254577872
13/12/2019,0.023335208,0.066559794,0.248226184
16/12/2019,0.007935652,-0.095965609,0.138223867
17/12/2019,-0.241436307,0.154921811,0.492016985
18/12/2019,0.341150063,0.057311129,0.02956334
19/12/2019,0.22343354,-0.092537887,-0.001458496
20/12/2019,-0.262406147,0.045011356,0.204752843
23/12/2019,0.129560176,0.198376587,0.287300534
24/12/2019,-0.071805859,0.171360883,0.051070199
25/12/2019,-0.106215092,-0.10853556,-0.210944472
26/12/2019,0.025855613,-0.284344453,0.040606189
27/12/2019,0.020615464,-0.038977299,-0.013874693
30/12/2019,-0.00252395,-0.225756546,-0.22346165
2/1/2020,0,0,0
3/1/2020,0.001526609,0.156292306,0.08515448
6/1/2020,-0.090524012,-0.12799593,-0.163216217
7/1/2020,0.189196356,-0.20715837,0.011759089
8/1/2020,-0.273481674,-0.257095335,-0.261329135
9/1/2020,0.484856253,0.477087329,0.457703791
10/1/2020,-0.232274723,0.20292264,0.062933385
13/1/2020,0.296950163,-0.262698779,-0.403410076
14/1/2020,0.029680331,-0.075929391,-0.123039863
15/1/2020,0.21290399,0.094951893,-0.151444219
16/1/2020,0.013615058,-0.245442713,-0.065897796
17/1/2020,0.113016444,-0.114289115,0.045981049
20/1/2020,-0.293359067,0.046638375,0.033189543
21/1/2020,-0.171276817,0.069073663,0.040722122
22/1/2020,0.271710733,-0.121642785,-0.116187114
23/1/2020,0.258645826,-0.497848888,-0.309384193
24/1/2020,0.030365109,0.232142351,0.366170419
27/1/2020,-0.132670081,-0.32717553,-0.373353748
28/1/2020,-0.284215147,-0.023037766,0.016988537
29/1/2020,0.346252835,0.287535488,0.210279237
30/1/2020,-0.384207313,-0.114103235,-0.084642341
31/1/2020,-0.043587446,-0.072034474,-0.143085169
3/2/2020,-0.119912939,-0.105806676,0.059490535
4/2/2020,0.29680956,0.044224273,0.347966477
5/2/2020,0.299098013,-0.246039576,-0.165763146
6/2/2020,-0.016001025,0.062286912,0.044965021
7/2/2020,-0.350684962,0.217176452,0.030660106
11/2/2020,0.053964707,-0.513429742,-0.375746692
12/2/2020,0.194248001,-0.077135675,0.00344814
13/2/2020,-0.092113607,-0.499705376,-0.273465418
14/2/2020,-0.003309534,-0.132827325,-0.328021503
17/2/2020,0.079913898,0.163065183,0.04593015
18/2/2020,-0.068309251,-0.336716925,-0.002055808
19/2/2020,0.067914842,0.286459707,0.193729884
20/2/2020,-0.170716595,0.024973386,0.045876833
21/2/2020,0.200741016,-0.300076199,-0.223513146
24/2/2020,0.004962089,-0.486068478,-0.372696571
25/2/2020,0.405950909,0.124370265,0.136812795
26/2/2020,-0.025370883,-0.274110546,-0.58754917
27/2/2020,-0.113735428,0.054171502,0.205126385
28/2/2020,-0.337288337,-0.359585581,-0.359845231
2/3/2020,-0.106791484,0.21587346,0.580793453
3/3/2020,-0.017008604,0.242827151,0.08545492
4/3/2020,0.388410373,-0.016728664,0.1242647
5/3/2020,0.113554553,0.037206518,-0.253116554
6/3/2020,-0.015241395,-0.312677097,-0.592470966
9/3/2020,-1.014107233,-1.828797617,-1.295454714
10/3/2020,0.146626365,0.142321895,0.118587393
11/3/2020,-0.561750864,-0.13636455,-0.298332646
12/3/2020,-0.402214545,-0.808914094,-0.373684469
13/3/2020,0.161503162,1.216410753,0.637914092
16/3/2020,-0.62489685,-0.85033701,-1.150641743
17/3/2020,0.447428574,0.499346483,0.57364577
18/3/2020,0.067594132,-0.120617616,0.228717789
19/3/2020,0.02566002,-0.520787664,-0.737796844
20/3/2020,0.387153057,0.299258641,-0.0973469
23/3/2020,-0.24742094,-0.641769782,-0.397057337
24/3/2020,0.45202741,1.185699444,0.782619661
25/3/2020,0.240386962,0.756420411,0.886208976
26/3/2020,-0.395586319,-0.360158587,-0.326863236
27/3/2020,-0.007986248,0.100744424,-0.166647447
30/3/2020,-0.076686911,-0.151600396,-0.13679076
31/3/2020,0.23800033,0.466339651,0.687257965
1/4/2020,-0.275660413,0.111806546,0.345683268
2/4/2020,0.023272018,0.58351575,0.592001916
3/4/2020,0.209895705,0.378195981,-0.038337545
7/4/2020,0.417566789,0.739547139,0.624402726
8/4/2020,-0.071994643,-0.471000889,-0.819111975
9/4/2020,-0.38516752,-0.358582345,-0.336147379
10/4/2020,0.212281864,-0.47562132,-0.322223581
13/4/2020,0.031971548,-0.409706389,-0.148544227
14/4/2020,-0.099035344,0.542562286,0.58823718
15/4/2020,0.132246032,0.194856863,-0.245729431
16/4/2020,-0.289710462,-0.737752692,-0.71631618
17/4/2020,0.14561938,-0.113331714,-0.023423845
20/4/2020,-0.298705546,-0.014333956,-0.388860335
21/4/2020,0.207913331,-0.272492092,-0.36253671
22/4/2020,0.369146858,-0.249028792,0.031109074
23/4/2020,0.180219601,0.039852232,-0.264193542
24/4/2020,-0.279222091,-0.424677511,-0.518238175
27/4/2020,-0.075604965,-0.328809478,-0.276231118
28/4/2020,0.396263763,0.190110586,0.226873147
29/4/2020,0.442872728,0.179158171,0.313692454
30/4/2020,-0.120975814,0.446671528,0.219087528
5/5/2020,-0.202265275,0.13470966,-0.309887983
7/5/2020,-0.202490149,-0.225612154,-0.010161291
8/5/2020,0.181803679,-0.051832107,-0.137720194
11/5/2020,-0.181870683,-0.065986642,-0.094352007
12/5/2020,0.204921863,0.1713744,0.18278996
13/5/2020,-0.349188241,-0.972551586,-0.903374325
14/5/2020,-0.108127524,-0.186479016,-0.100836872
15/5/2020,0.299246534,0.426552871,-0.359708184
18/5/2020,-0.297526876,-0.139516044,0.056156003
19/5/2020,-0.120108347,0.10808565,0.195253835
20/5/2020,0.306673377,-0.269951754,-0.251467429
21/5/2020,0.044253387,-0.43604003,-0.646242936
22/5/2020,0.077438618,-0.403159471,-0.571198711
25/5/2020,0.496412898,0.159138591,0.325648688
26/5/2020,-0.004597369,0.108738266,0.237381128
27/5/2020,-0.24215716,0.255302701,0.31342536
28/5/2020,-0.518796721,-0.028440409,0.342652479
29/5/2020,-0.287056914,-0.070698872,-0.239133868
1/6/2020,-0.068472039,0.37385178,-0.021933972
2/6/2020,0.22319956,0.447494564,0.459600337
4/6/2020,-0.2436439,0.222169316,1.043655033
5/6/2020,0.271677838,0.02498929,0.044465248
8/6/2020,0.32899138,-0.16180435,-0.040662193
9/6/2020,0.092293007,-0.404686557,-0.402216618
10/6/2020,-0.030854421,-0.213678828,-0.223180767
11/6/2020,-0.349424117,-0.378056512,-0.527466409
12/6/2020,-0.297464139,-0.632434484,-0.929449229
15/6/2020,-0.349421654,-0.574981015,-0.774064856
16/6/2020,0.396375585,0.397135454,0.261946757
17/6/2020,0.317897605,0.239163136,0.136219594
18/6/2020,0.223060805,-0.049163012,-0.215004805
19/6/2020,-0.348465398,-0.760249375,-0.589872166
22/6/2020,0.23209557,-0.152452424,-0.445929633
23/6/2020,-0.197395706,0.042464484,0.323995345
24/6/2020,-0.161380452,-0.688955047,-0.042465881
25/6/2020,0.158539757,-0.198704354,-0.300412637
26/6/2020,-0.055210899,0.127289322,-0.09279957
29/6/2020,-0.320495045,-0.450935976,-0.290481948
30/6/2020,-0.159846484,0.037876063,0.018566944
1/7/2020,0.427580603,0.34018132,0.312214829
2/7/2020,0.291476102,0.315406865,0.356790773
3/7/2020,0.001801871,-0.203763581,-0.285523397
7/7/2020,-0.328410092,-0.377880129,-0.537576605
8/7/2020,-0.102189754,-0.109554407,-0.044651037
9/7/2020,0.002866411,-0.116177034,-0.270857351
10/7/2020,-0.003529921,-0.301501057,-0.19416022
13/7/2020,-0.086607979,-0.199094464,-0.407668096
14/7/2020,0.063920517,-0.139443634,0.047994112
15/7/2020,-0.23893112,0.005466235,0.055353401
16/7/2020,-0.019950182,-0.044784062,0.222502612
17/7/2020,-0.404894628,-0.257098837,-0.14704975
20/7/2020,0.092008952,-0.409861012,0.190848313
21/7/2020,0.745184447,0.775089434,0.520535855
22/7/2020,-0.320120732,-0.213819869,-0.338489019
23/7/2020,0.018374499,0.05084602,-0.075735724
24/7/2020,0.017087289,-0.227261241,-0.094266057
29/7/2020,0.139154386,-0.160521033,0.295294935
30/7/2020,-0.467687615,-0.372626959,-0.351092647
31/7/2020,0.230867117,0.084487487,-0.200589253
3/8/2020,-0.067284226,-0.209147626,-0.417112474
4/8/2020,0.06163297,-0.213239512,-0.423857429
5/8/2020,0.305057337,0.318118744,0.222381044
6/8/2020,0.079727019,0.302323556,-0.126389697
7/8/2020,-0.21294895,-0.240122174,-0.416363269
10/8/2020,-0.352738235,-0.306650637,-0.722412354
11/8/2020,0.204632308,0.354916313,0.387173078
13/8/2020,0.615886196,0.590951664,1.074936071
14/8/2020,-0.219724516,-0.523525554,-0.468342007
17/8/2020,-0.179111097,0.360051255,-0.234277605
18/8/2020,-0.313957636,0.042900025,-0.010719201
19/8/2020,0.106888215,-0.086017237,-0.245627192
20/8/2020,-0.218198777,-0.331614605,-0.4337547
21/8/2020,-0.290707635,-0.315496399,-0.28969911
24/8/2020,0.224764772,-0.098766716,-0.231477151
25/8/2020,-0.024406414,0.433244006,0.423697689
26/8/2020,-0.225749477,-0.408857653,-0.261365266
27/8/2020,-0.18709359,0.069069653,-0.303092035
28/8/2020,-0.022258068,-0.039895544,0.160319485
31/8/2020,-0.204413404,-0.129128921,-0.498317924
1/9/2020,-0.032564611,-0.407852204,-0.080370872
2/9/2020,0.025002494,0.024450421,-0.214456421
3/9/2020,-0.345195546,-0.360075631,-0.587130451
8/9/2020,-0.321229338,-0.454603398,-0.10405017
9/9/2020,-0.166947345,-0.087723973,-0.088071523
10/9/2020,-0.273749603,-0.387362797,-0.128003238
11/9/2020,0.232961026,0.128584637,0.380025307
14/9/2020,-0.283463241,0.045340514,-0.183772676
15/9/2020,0.303327606,-0.064288564,-0.029031574
16/9/2020,0.343054067,-0.035520399,-0.049953396
17/9/2020,-0.022833188,0.168342726,0.164197231
18/9/2020,0.006188555,-0.057115245,-0.130497587
21/9/2020,-0.212541748,-0.664933822,-0.465525243
22/9/2020,-0.399694107,-0.500783203,-0.515175708
23/9/2020,-0.200764611,-0.96439247,-0.935849514
24/9/2020,-0.13722374,-0.038326009,-0.476564484
25/9/2020,-0.109676312,-0.313751439,0.099296843
28/9/2020,0.063127435,0.180410898,0.299206456
29/9/2020,0.068576723,0.080112941,-0.188974116
30/9/2020,-0.122380692,-0.233960153,-0.364357042
1/10/2020,0.100950134,0.24745455,0.576240333
2/10/2020,-0.082548072,-0.535462236,-0.206232959
5/10/2020,0.164521648,-0.106147457,-0.056605969
6/10/2020,0.51296575,0.384318806,0.523634096
7/10/2020,0.064811134,0.059036903,-0.273356472
8/10/2020,-0.063881511,-0.095724832,0.116508084
9/10/2020,0.00267428,-0.000808147,0.037149523
12/10/2020,0.345213185,0.171830611,0.05962455
14/10/2020,-0.000992203,-0.592655972,-0.326210749
15/10/2020,0.280201252,0.412873665,0.376125821
16/10/2020,0.198369486,-0.053787294,0.26474478
19/10/2020,0.273626631,-0.249924387,0.156779243
20/10/2020,-0.347129633,-0.129830813,-0.461348893
21/10/2020,0.012911661,0.271372034,0.316373256
22/10/2020,-0.13866425,-0.202420347,-0.342623755
26/10/2020,-0.253270986,-0.146562652,0.043183374
27/10/2020,-0.16866674,-0.029751659,-0.120126517
28/10/2020,0.08369225,-0.375450225,-0.262202469
29/10/2020,-0.028422229,-0.004694679,0.231844705
30/10/2020,0.074323262,-0.022835245,-0.167931545
2/11/2020,-0.048475571,0.25653446,-0.092387052
3/11/2020,0.077836223,0.346576857,0.16204023
4/11/2020,-0.107979351,-0.395680304,-0.298895616
5/11/2020,0.268807054,0.955094041,0.839335848
6/11/2020,0.097959731,0.177914776,0.317487208
9/11/2020,-0.128454344,0.725461923,0.852028105
10/11/2020,-0.1110949,2.584625532,2.966497322
11/11/2020,-0.117706863,-0.371069,-0.30920021
12/11/2020,0.15164801,-0.308762897,-0.378955186
13/11/2020,-0.292592702,0.309499696,-0.026027171
16/11/2020,-0.104966418,0.150135902,0.074003558
17/11/2020,-0.352283979,0.28043413,0.11915317
18/11/2020,-0.14128886,-0.055106281,0.059464707
19/11/2020,-0.083384706,-0.108039034,0.126298912
20/11/2020,-0.409039646,-0.079055928,0.334229896
23/11/2020,0.139227359,0.721354533,0.449208497
24/11/2020,-0.074064507,-0.564857371,-0.4692341
25/11/2020,0.213538889,0.335160606,0.495017933
26/11/2020,0.335187777,-0.127308402,0.128875929
27/11/2020,0.065206128,-0.213232725,0.127032704
30/11/2020,0.110332212,-0.556718504,-0.805601663
1/12/2020,-0.154361805,-0.045167566,0.43530169
2/12/2020,0.128307225,0.151355131,0.267631519
3/12/2020,0.172118306,0.413899376,0.359283239
4/12/2020,-0.230938461,0.141800602,-0.001075135
8/12/2020,0.941264234,0.630011158,1.085320881
9/12/2020,-0.076625964,0.396931923,0.498162035
14/12/2020,0.062416377,-0.165770375,-0.212083621
15/12/2020,-0.417065922,-0.416306387,-0.031878938
16/12/2020,0.197660284,-0.223593462,-0.079670383
17/12/2020,0.168149321,-0.0786503,-0.423394866
18/12/2020,0.04355542,-0.373070219,-0.401803664
21/12/2020,-0.478409823,-0.32773439,-0.415969425
22/12/2020,0.507118145,0.191738549,0.395847241
23/12/2020,-0.063145042,-0.470230196,-0.436003023
24/12/2020,0.135802658,0.333502499,0.484672059
25/12/2020,0.286127034,0.549742157,0.792131217
28/12/2020,0.410193849,-0.163607212,-0.95826789
29/12/2020,-0.442788767,-0.366909927,0.047753777
30/12/2020,0.075605268,-0.320188539,-0.185822451
4/1/2021,0,0,0
5/1/2021,0.851419444,0.806516123,-0.021570041
6/1/2021,-0.080247392,-0.318632183,0.19815936
7/1/2021,-0.706347533,-0.631434835,0.141477708
8/1/2021,0.615462929,0.264268874,0.335070491
11/1/2021,-0.017041989,-0.525424915,-0.382007776
12/1/2021,0.275966492,0.60305643,0.301858183
13/1/2021,-0.015201953,0.55548716,0.396494855
14/1/2021,-0.127942269,-0.020741475,-0.095793527
15/1/2021,-0.373347517,-0.443866516,-0.220325595
18/1/2021,0.024693138,-0.392975418,-0.524778417
19/1/2021,-0.06289128,0.153698247,0.065059967
20/1/2021,-0.104049326,-0.404025591,-0.511514986
21/1/2021,-0.216685809,0.459671927,0.392490931
22/1/2021,-0.028506575,-0.278807441,-0.045507659
25/1/2021,-0.207432949,-0.083076672,-0.338624774
26/1/2021,0.09279363,0.15590274,-0.033003746
27/1/2021,-0.019095414,-0.672213283,-0.734899998
28/1/2021,0.169337695,-0.37604021,-0.413620336
29/1/2021,-0.021069677,-0.39998418,-0.48686516
1/2/2021,0.349039613,0.198183975,0.232073142
2/2/2021,0.17148177,-0.054189469,-0.117074797
3/2/2021,-0.180908609,-0.06772923,-0.167172552
4/2/2021,0.158434539,0.083686754,-0.014763549
5/2/2021,-0.062182605,-0.052825191,0.172954692
8/2/2021,0.057001835,0.667264179,0.461812838
9/2/2021,0.07583747,0.051307337,0.141966419
10/2/2021,0.145525903,0.337184502,0.035351812
11/2/2021,-0.016466542,-0.42946799,-0.215940476
15/2/2021,0.352375983,0.128381318,0.343489462
16/2/2021,0.058939952,-0.02207961,-0.06510847
17/2/2021,0.228553585,-0.06318342,0.02364601
18/2/2021,-0.083377533,0.392654223,0.210227719
19/2/2021,0.090742365,-0.19599109,-0.211898338
22/2/2021,-0.283105534,-0.347899986,-0.270885905
23/2/2021,0.258123234,0.232586901,0.47316738
24/2/2021,-0.884438314,-0.513753665,-0.698656718
25/2/2021,-0.1579644,0.333711176,0.421626972
1/3/2021,-0.081986357,-0.081986342,-0.130983847
2/3/2021,-0.557943323,-0.312372965,-0.481710463
3/3/2021,-0.819653921,0.069595439,0.271705472
4/3/2021,0.08207238,-0.144678866,-0.189587789
5/3/2021,0.250367059,0.482891326,0.461296365
8/3/2021,-0.633760097,-0.37688287,-0.184983928
9/3/2021,-0.519791078,0.076208198,-0.013540285
10/3/2021,-0.38705211,0.137292507,0.30744148
11/3/2021,0.235396676,0.309645172,0.262751911
12/3/2021,0.140136112,-0.724200367,-0.620369237
15/3/2021,0.313086813,0.002874169,-0.085365248
16/3/2021,0.06812185,-0.367538016,-0.226777593
17/3/2021,0.256113886,0.204402412,0.18484969
18/3/2021,-0.051685785,-0.01783033,0.102863952
19/3/2021,-0.315592692,-0.581435877,-0.551234987
22/3/2021,-0.416192604,0.225819752,0.103637909
23/3/2021,-0.398294999,-0.844882164,-0.650782758
24/3/2021,-0.244107531,0.321142397,0.283488764
25/3/2021,-0.045428066,0.362116449,0.164168547
26/3/2021,0.255452242,0.043899506,0.029452903
29/3/2021,-0.168065997,-0.051010602,-0.006679526
30/3/2021,-0.160917894,-0.346744384,-0.06162379
31/3/2021,-0.085380014,0.185669405,0.034011589
1/4/2021,-0.008472921,-0.324461439,-0.289085643
2/4/2021,0.311566274,-0.17746128,-0.003163337
5/4/2021,-0.189581148,-0.314412028,-0.014995336
7/4/2021,0.140561662,-0.069518929,0.165623919
8/4/2021,-0.066025777,-0.390812272,-0.304270248
9/4/2021,-0.022088929,-0.119004266,-0.308265344
12/4/2021,-0.024075162,0.195207127,0.389630489
16/4/2021,-0.167819902,-0.154447205,-0.248546748
19/4/2021,-0.387934215,-0.773405901,-0.869849341
20/4/2021,0.207776854,0.231783536,0.321950396
21/4/2021,-0.295974881,-0.345570393,-0.293479659
22/4/2021,-0.063592424,0.174353723,0.226530593
23/4/2021,-0.098914813,-0.053267113,-0.319179588
26/4/2021,0.129865211,-0.572418064,-0.707075279
27/4/2021,0.193915378,-0.012669473,-0.152869098
28/4/2021,0.250710379,-0.081565482,-0.004160268
29/4/2021,0.169632947,-0.205748236,0.072813247
30/4/2021,0.501509781,-0.041902523,-0.066249578
5/5/2021,-0.412660876,-0.305971727,-0.534897316
6/5/2021,0.158222356,0.440930437,0.61657644
7/5/2021,-0.025966109,0.416905847,0.044543824
10/5/2021,0.155259271,0.486701719,0.442883658
11/5/2021,0.003553711,0.52106999,0.728478326
12/5/2021,0.159521373,-0.741256868,-0.308110361
13/5/2021,-0.220625079,-0.027147206,-0.01159867
14/5/2021,0.074455731,0.316019847,0.0876563
17/5/2021,-0.683801802,0.175697172,0.718878195
18/5/2021,-0.011171214,-0.453602741,-0.307606263
19/5/2021,-0.090991225,-0.360195389,-0.5184955
20/5/2021,-0.108463769,-0.075404182,-0.233963197
21/5/2021,-0.236764757,0.100016648,-0.020770333
24/5/2021,0.005526938,-0.19816543,-0.427550769
25/5/2021,0.220532959,0.025944242,-0.124847487
27/5/2021,0.234399314,0.569833092,0.077564248
28/5/2021,-0.050246222,-0.295594092,-0.15311815
31/5/2021,0.172566472,0.214696942,0.097580856
1/6/2021,-0.004922669,0.161502862,0.099986148
2/6/2021,0.20684631,0.059168897,-0.05067013
4/6/2021,-0.378348608,-0.486264242,-0.453756144
7/6/2021,-0.216451157,0.193273084,0.264020487
8/6/2021,0.082425765,0.134117841,-0.094603645
9/6/2021,0.145367744,0.315578201,0.203835631
10/6/2021,-0.168575112,-0.147597084,-0.030880395
11/6/2021,0.086521338,0.299135522,0.093469599
14/6/2021,0.123670739,0.233356233,0.277335721
15/6/2021,-0.137004887,0.100797889,-0.08175553
16/6/2021,0.020465583,-0.164020592,-0.059311564
17/6/2021,-0.21582573,-0.470283215,-0.253108164
18/6/2021,-0.167610999,0.028797764,0.07436937
21/6/2021,0.170603241,-0.231542985,-0.136977809
22/6/2021,0.039828263,-0.053139171,-0.088078736
23/6/2021,-0.090749803,0.262030427,0.325750649
24/6/2021,0.546026447,-0.385881803,-0.157025031
25/6/2021,-0.274358949,0.050330722,0.086781826
28/6/2021,-0.048669822,-0.257128589,-0.328738701
29/6/2021,-0.094926299,-0.289915438,-0.600418701
30/6/2021,0.171122624,-0.365841149,-0.193353437
1/7/2021,-0.379090668,-0.048919416,0.009194622
2/7/2021,-0.01447647,-0.135070138,-0.241091808
