,pf
2015-10-19,-0.12430572999572442
2015-10-20,-0.11780931436345243
2015-10-21,0.10110445838816962
2015-10-22,0.015157946923165855
2015-10-26,0.019247456593784684
2015-10-27,0.0038213875430679334
2015-10-28,-0.08701869555369424
2015-10-29,0.04930973286639928
2015-10-30,-0.07651378162414713
2015-11-02,0.16351264248769037
2015-11-03,-0.06396443704919452
2015-11-04,0.07923076850839361
2015-11-05,-0.13530144067358363
2015-11-06,-0.02247868176050949
2015-11-09,-0.03421991142825265
2015-11-10,-0.028593461470166837
2015-11-11,-0.013488168124099809
2015-11-12,0.03152966641052313
2015-11-13,0.04679280240460004
2015-11-16,-0.1494994991939993
2015-11-17,-0.05515951407030084
2015-11-18,-0.013366106443151615
2015-11-19,-0.059172690301980024
2015-11-20,0.06903878527109608
2015-11-23,-0.189679533831292
2015-11-24,-0.14360681415239185
2015-11-25,0.055143231501510126
2015-11-26,-0.02238432254248579
2015-11-27,-0.006139068096835842
2015-11-30,-0.31937753150343295
2015-12-01,0.032945674168782024
2015-12-02,0.03940282734893841
2015-12-03,0.2024694298452534
2015-12-04,-0.20137833858392018
2015-12-08,-0.08557592064625996
2015-12-09,-0.12397124259081016
2015-12-11,-0.2613886630316039
2015-12-14,0.12688150428672396
2015-12-15,0.2614946470442169
2015-12-16,0.031786294573281526
2015-12-17,0.07135528513475031
2015-12-18,-0.20880038683542956
2015-12-21,0.01736619300092168
2015-12-22,-0.03460125001075576
2015-12-23,0.15815465577829113
2015-12-24,0.08992271909761917
2015-12-25,-0.03330945378509231
2015-12-28,-0.004795755746695107
2015-12-29,-0.03438451697393119
2015-12-30,-0.16019758869646117
2016-01-04,0.0
2016-01-05,0.03894386714054976
2016-01-06,-0.04927463778692798
2016-01-07,-0.15251089707492294
2016-01-08,0.018449063316704928
2016-01-11,-0.06938980236049563
2016-01-12,-0.00524022556281678
2016-01-13,0.3144821388609692
2016-01-14,-0.16397546101074723
2016-01-15,-0.2276875634464527
2016-01-18,-0.15785824890849987
2016-01-19,0.18667616797319397
2016-01-20,-0.20361925233049194
2016-01-21,-0.0943002794191351
2016-01-22,0.18733707181042825
2016-01-25,0.17934382442759778
2016-01-26,-0.019388832990488547
2016-01-27,0.20318132988004323
2016-01-28,0.05771086008244919
2016-01-29,-0.031142289037018434
2016-02-01,-0.03879395259770779
2016-02-02,-0.16017117366692935
2016-02-03,0.17353276498540604
2016-02-04,0.14295164853376263
2016-02-05,-0.025260004680028425
2016-02-08,-0.17458917214183678
2016-02-09,0.031491405621624
2016-02-10,-0.02816271136548154
2016-02-11,-0.09711917716951357
2016-02-12,0.0738683001306375
2016-02-15,0.19554682064316076
2016-02-16,-0.0879766571202022
2016-02-17,0.04317422058593967
2016-02-18,0.3057627412726749
2016-02-19,0.031196304445160195
2016-02-23,0.03969439386578699
2016-02-24,-0.03524678811048132
2016-02-25,0.05309555917872655
2016-02-26,0.07954273897029329
2016-02-29,-0.12699749736071642
2016-03-01,0.28616426800789607
2016-03-02,0.11097465586130428
2016-03-03,0.1937053029660697
2016-03-04,0.018298647855742534
2016-03-07,0.2876451491415636
2016-03-08,-0.0010931563086070684
2016-03-09,0.058812956859637944
2016-03-10,-0.10158878114808734
2016-03-11,0.03851576562485348
2016-03-14,-0.006536101189766108
2016-03-15,-0.07356598718795682
2016-03-16,0.01499248223025551
2016-03-17,0.30487825948566594
2016-03-18,-0.13195868092056617
2016-03-21,-0.046958471406931324
2016-03-22,-0.010827480889074259
2016-03-23,0.09609597145485282
2016-03-24,-0.14998645595843918
2016-03-25,0.06646022944827856
2016-03-28,0.023352459483518606
2016-03-29,0.0696169419053625
2016-03-30,-0.05599459675562657
2016-03-31,0.07141370029222971
2016-04-01,0.14075200476477367
2016-04-04,-0.014588601040702032
2016-04-05,-0.2007753966256286
2016-04-07,0.08805016835785817
2016-04-08,0.04174131922040447
2016-04-11,-0.07356159463217926
2016-04-12,0.10996199069832824
2016-04-18,0.11744615351920007
2016-04-19,0.05561686299030333
2016-04-20,0.018873470188965014
2016-04-21,0.013494363705985779
2016-04-22,-0.056971235413955434
2016-04-25,-0.15569979809323642
2016-04-26,-0.15538777141559568
2016-04-27,-0.12105266723555985
2016-04-28,-0.15134082739842536
2016-04-29,0.14623337625352517
2016-05-03,0.005989786538694752
2016-05-04,-0.09690881328198331
2016-05-09,0.08861200629106247
2016-05-10,-0.04482887600138796
2016-05-11,-0.24149875805354637
2016-05-12,0.4692977193937239
2016-05-13,-0.13154208118123545
2016-05-16,0.12503088322103162
2016-05-17,0.005449297273314668
2016-05-18,-0.05622622414264289
2016-05-19,-0.0846000570765515
2016-05-23,0.10709110042559344
2016-05-24,-0.10372599701180207
2016-05-25,-0.01616895935331808
2016-05-26,0.0040035853610330685
2016-05-27,0.05171342253196054
2016-05-30,0.057363082705607304
2016-05-31,-0.10498243244812533
2016-06-01,-0.06712799273858294
2016-06-02,0.10789238157253311
2016-06-03,0.06441499553077179
2016-06-06,-0.10786406489643863
2016-06-07,-0.062184709310678765
2016-06-08,0.11258014770361402
2016-06-09,0.061121338816915616
2016-06-10,-0.03533987451636511
2016-06-13,-0.09034306023195227
2016-06-14,-0.053821452523798996
2016-06-15,0.14040315964126937
2016-06-16,-0.12931417588230576
2016-06-17,0.10974470482725907
2016-06-20,-0.050984299112398546
2016-06-21,-0.061067641030412956
2016-06-22,-0.13696832505207668
2016-06-23,0.10070327220339681
2016-06-24,-0.2118551762625125
2016-06-27,0.004082487770547094
2016-06-28,0.013529940627192816
2016-06-29,0.14967451785681007
2016-06-30,-0.005770533891059526
2016-07-04,0.05329460528688068
2016-07-05,-0.06525421692712563
2016-07-06,-0.06629342801050708
2016-07-07,0.039309039131647516
2016-07-08,-0.03726612266327656
2016-07-11,-0.1117318368609369
2016-07-12,-0.05225401220526582
2016-07-13,0.1396149749377763
2016-07-14,-0.05744211931061527
2016-07-15,-0.0752899220792862
2016-07-20,-0.01980914933872835
2016-07-21,-0.02066723088405198
2016-07-22,-0.09340442945165128
2016-07-25,-0.13319312217053825
2016-07-26,-0.16689466514159712
2016-07-27,-0.07630822969144624
2016-07-28,0.005666568062826838
2016-07-29,-0.14224305661405257
2016-08-01,0.014561189330594027
2016-08-02,0.07347980888997274
2016-08-03,-0.028922363914473448
2016-08-04,0.07500592699052266
2016-08-05,0.02717164670050609
2016-08-08,0.15351857373825517
2016-08-09,0.04299752879083529
2016-08-10,0.10119830466521429
2016-08-11,0.22714764774778795
2016-08-15,0.24762728373164666
2016-08-16,0.10197748175015564
2016-08-17,-0.059736074959384045
2016-08-18,0.08825261873008161
2016-08-19,-0.06369406404578382
2016-08-22,0.019598483126651356
2016-08-23,0.04041469689100585
2016-08-24,-0.054345140335803954
2016-08-25,0.12576008101835978
2016-08-26,-0.050897935709900755
2016-08-29,-0.03344783113198779
2016-08-30,0.12447453035194012
2016-08-31,0.04083798912951764
2016-09-01,-0.006153341089925379
2016-09-02,-0.09703789654743666
2016-09-05,-0.009105298717991372
2016-09-06,-0.06721622915547676
2016-09-07,0.0932778571685976
2016-09-08,-0.023240263799372385
2016-09-09,0.09118586690578767
2016-09-12,-0.13758959301705886
2016-09-13,0.16995928921037595
2016-09-14,-0.11006326553465007
2016-09-15,-0.14686341004153736
2016-09-16,-0.009833987456851156
2016-09-19,0.12031121670481415
2016-09-20,-0.04773444051891951
2016-09-21,0.03805335453899017
2016-09-22,0.14329783799959894
2016-09-23,-0.02325678685374044
2016-09-26,0.05000511035510469
2016-09-27,-0.04559633366702076
2016-09-28,-0.002183732769535207
2016-09-29,0.1368130243723149
2016-09-30,-0.0989506658538385
2016-10-03,0.07062594598751715
2016-10-04,0.047718957313899746
2016-10-05,0.010168039625386927
2016-10-06,-0.0065148481286220195
2016-10-07,-0.08833078962066632
2016-10-10,-0.04127560476882797
2016-10-11,0.020134378297039346
2016-10-12,0.07301643228370425
2016-10-13,0.10968086094543872
2016-10-14,-0.09523039235031028
2016-10-17,-0.13848574766854227
2016-10-18,-0.07703144930255024
2016-10-19,-0.03591603549296962
2016-10-20,-0.05828933579629225
2016-10-21,-0.09694749339812714
2016-10-25,-0.029934529505350915
2016-10-26,0.00028361610392024783
2016-10-27,-0.051488711753331806
2016-10-28,-0.04164859298293133
2016-10-31,-0.05234691565291083
2016-11-01,-0.07040147677824182
2016-11-02,0.0173836792207942
2016-11-03,-0.04097166977546074
2016-11-04,-0.022988193461052853
2016-11-07,0.012801750238233378
2016-11-08,-0.062216223937540116
2016-11-09,-0.18766667984588492
2016-11-10,0.16839726768014152
2016-11-11,-0.08269076616372095
2016-11-14,-0.02332987039158685
2016-11-15,-0.016203578687889464
2016-11-16,-0.050549216515697215
2016-11-17,-0.071433472096596
2016-11-18,0.0824686423952311
2016-11-21,-0.05030904383671919
2016-11-22,0.08841800450181037
2016-11-23,-0.009202274219269557
2016-11-24,-0.06761375048622298
2016-11-25,-0.06437136362056806
2016-11-28,-0.043326971440831974
2016-11-29,0.044256721623254225
2016-11-30,0.07179159103415544
2016-12-01,0.1773415008907694
2016-12-02,0.011483510374462047
2016-12-06,0.10347966013355614
2016-12-07,0.039357306564199446
2016-12-08,-0.04675899329602495
2016-12-09,0.0822849666489831
2016-12-13,0.09040796568164167
2016-12-14,0.10688455043109757
2016-12-15,-0.1064308400517665
2016-12-16,0.0860473880324214
2016-12-19,0.003617682472858874
2016-12-20,0.08416162976655339
2016-12-21,-0.08739255547722768
2016-12-22,0.042195551962362465
2016-12-23,-0.008241452358730417
2016-12-26,0.0003582579026781829
2016-12-27,-0.1453351698111942
2016-12-28,0.055558802508547944
2016-12-29,0.03704977310778779
2016-12-30,0.025594781428383895
2017-01-04,0.0
2017-01-05,-0.0451428460430221
2017-01-06,-0.026294112616044196
2017-01-09,0.10668942358416811
2017-01-10,-0.050454858248877854
2017-01-11,-0.09267260427126078
2017-01-12,0.10374455103704627
2017-01-16,-0.052761539463596185
2017-01-17,0.10605900820652403
2017-01-18,0.08481549704654812
2017-01-19,-0.0035871523897470503
2017-01-20,0.012431407763759617
2017-01-23,-0.1466821843398114
2017-01-24,0.1524657410804925
2017-01-25,0.026182548682684104
2017-01-26,0.19114059661966643
2017-01-27,-0.034279405093716075
2017-01-30,0.03671061722541924
2017-01-31,0.008510059167199935
2017-02-01,0.10462655312467095
2017-02-02,-0.0594629887317637
2017-02-03,0.02237331639272966
2017-02-06,0.22055696280067394
2017-02-07,-0.06801930036517434
2017-02-08,-0.01390937625061106
2017-02-09,-0.021957410464109484
2017-02-10,-0.05018689524138287
2017-02-14,-0.14132837215024907
2017-02-15,0.028500184195608402
2017-02-16,-0.03599403468619078
2017-02-17,0.10771924627709928
2017-02-20,0.06720565317888683
2017-02-21,0.04899591928629188
2017-02-22,-0.002526550931677085
2017-02-23,0.03512604956677656
2017-02-24,-0.07575159686407984
2017-02-27,0.05957883472120684
2017-02-28,0.21213191202506132
2017-03-01,0.0943114389374129
2017-03-02,-0.04003711162650836
2017-03-03,0.022496941790128067
2017-03-06,0.016005257628328273
2017-03-07,-0.005982234431679445
2017-03-08,0.13528811764405468
2017-03-09,-0.18759220725956294
2017-03-10,0.04414803272404233
2017-03-13,0.046593760554012764
2017-03-14,-0.045425942651353135
2017-03-15,-0.05519218408868076
2017-03-16,-0.006939683410309039
2017-03-17,-0.28436578119394906
2017-03-20,0.10363300727961966
2017-03-21,0.05049064035634787
2017-03-22,0.0038301577666604025
2017-03-23,0.0691420409662985
2017-03-24,-0.01666666703504749
2017-03-27,-0.01613495130844278
2017-03-28,-0.0748902203157209
2017-03-29,-0.06130227244236541
2017-03-30,-0.042046906943780216
2017-03-31,-0.08014217673298851
2017-04-03,0.028150456012563385
2017-04-04,0.06528242752651026
2017-04-05,-0.004043210908368899
2017-04-07,0.09887587283474975
2017-04-10,0.04057473420374291
2017-04-11,0.09882859672354072
2017-04-12,-0.0011370321772724568
2017-04-17,-0.04923111828694804
2017-04-18,-0.06820392762824745
2017-04-19,-0.070993246133224
2017-04-20,0.027465088651085767
2017-04-21,-0.007418205839711645
2017-04-24,-0.005738659930185075
2017-04-25,0.03648108948035833
2017-04-26,0.1246364446669258
2017-04-27,-0.06444290399273933
2017-04-28,-0.01351261718182184
2017-05-02,0.046461128735044044
2017-05-03,0.052091955500774945
2017-05-04,-0.1373816979127096
2017-05-08,-0.06356422862219613
2017-05-09,-0.14837641062641638
2017-05-11,-0.03291821465065725
2017-05-12,-0.13091810573559903
2017-05-15,0.14866753565109125
2017-05-16,0.03237735225078231
2017-05-17,-0.28552650920004885
2017-05-18,0.04732301535273131
2017-05-19,0.11996466333712341
2017-05-22,-0.029469891085576072
2017-05-23,-0.04189237899666831
2017-05-24,0.08836224484643784
2017-05-25,-0.1301001596488074
2017-05-26,-0.03133156180075436
2017-05-29,0.06838387775507537
2017-05-30,-0.10619500410185567
2017-05-31,0.03732035300615966
2017-06-01,0.03358863280154778
2017-06-02,-0.04807532096042555
2017-06-05,-0.0743553175237529
2017-06-06,-0.014583991877945346
2017-06-07,0.02466847322843979
2017-06-08,-0.03032498275898421
2017-06-09,-0.06957858861248101
2017-06-12,0.0684736902482157
2017-06-13,0.010881520247682186
2017-06-14,-0.14379907184437668
2017-06-15,-0.02278645356273945
2017-06-16,-0.08783897627440695
2017-06-19,0.045125847314530954
2017-06-20,0.04664368277611275
2017-06-21,-0.1378797030868777
2017-06-22,0.02513702906903481
2017-06-23,-0.026574887495617094
2017-06-26,-0.15908598021370057
2017-06-27,-0.02030304470468003
2017-06-28,-0.00018220219524556214
2017-06-29,0.06540625413219059
2017-06-30,0.18167381199750343
2017-07-03,-0.13261193101975144
2017-07-04,0.08533245796205868
2017-07-05,0.07381783688932042
2017-07-06,0.0361214503563444
2017-07-07,-0.017186010896291126
2017-07-11,-0.06490612466361867
2017-07-12,-0.14534893265960447
2017-07-13,0.06202480402363986
2017-07-14,-0.03896990385863708
2017-07-17,0.11590408400662966
2017-07-18,0.11833397522385114
2017-07-19,0.004202960563477687
2017-07-20,0.003368237060193513
2017-07-21,0.05575907680102388
2017-07-24,-0.025954602633251556
2017-07-25,0.1728093631254769
2017-07-26,0.10106026350035102
2017-07-27,0.03598746407334963
2017-07-31,-0.0007892130382772811
2017-08-01,-0.05105476548940335
2017-08-02,-0.10426636977851955
2017-08-03,0.04212801942311928
2017-08-04,-0.039146747354175115
2017-08-07,0.0994292959278722
2017-08-08,-0.05920232683036564
2017-08-09,0.06708861897386476
2017-08-10,-0.08643443691714026
2017-08-11,-0.004934043050101478
2017-08-15,0.040013033594034075
2017-08-16,-0.009503424520518666
2017-08-17,0.02315082780438249
2017-08-18,0.09027376458082115
2017-08-21,0.04569202421570617
2017-08-22,0.024055513420495278
2017-08-23,0.001912675108170503
2017-08-24,-0.1558149077112485
2017-08-25,-0.01216296332918021
2017-08-28,-0.09447737552273494
2017-08-29,0.12451959147676372
2017-08-30,0.020760863331788837
2017-08-31,-0.06247943154315272
2017-09-01,-0.024534602618776935
2017-09-04,0.06392351610004998
2017-09-05,-0.0024215245488817816
2017-09-06,-0.0386795134392961
2017-09-07,0.015537216926013397
2017-09-08,-0.026129449125454784
2017-09-11,-0.08316669516410125
2017-09-12,0.08586701409167119
2017-09-13,-0.04268840118518069
2017-09-14,0.09190452384483228
2017-09-15,0.0291745989203801
2017-09-18,0.14620470059649682
2017-09-19,0.08056402975861143
2017-09-20,-0.04966882824593222
2017-09-21,-0.06348765390863476
2017-09-22,-0.0366725810937899
2017-09-25,-0.03974278923732211
2017-09-26,-0.019529825340301343
2017-09-27,-0.015015957561116178
2017-09-28,-0.05088773694977744
2017-09-29,0.17428788189011624
2017-10-02,0.08137074479933815
2017-10-03,-0.03798104288908388
2017-10-04,-0.13473513096962286
2017-10-05,-0.02283257675244932
2017-10-06,0.13712345647984092
2017-10-09,-0.006765980975488861
2017-10-10,0.03401896918614711
2017-10-11,-0.01931385776750516
2017-10-12,-0.215245217347108
2017-10-16,0.04457106095680663
2017-10-17,-0.05513801178185507
2017-10-18,-0.08009965007112607
2017-10-19,-0.01476208685271907
2017-10-20,-0.051428730648168774
2017-10-24,0.02580904243296256
2017-10-25,-0.12700556213316205
2017-10-27,0.017142755183384817
2017-10-30,0.04335333599499125
2017-10-31,-0.09309882350385035
2017-11-01,-0.05793628860894717
2017-11-02,-0.017958942238199493
2017-11-03,0.08241808027469366
2017-11-06,0.10890123552073472
2017-11-07,0.04567495922197751
2017-11-08,0.05076208986916819
2017-11-09,0.10010374618712714
2017-11-10,-0.14566751808341138
2017-11-13,0.0839478445596249
2017-11-14,-0.04056952957265325
2017-11-15,0.014658234576793272
2017-11-16,0.06897272240327779
2017-11-17,0.04442892773814289
2017-11-20,-0.05422325384144311
2017-11-21,0.14127435308933722
2017-11-22,0.025932667908602047
2017-11-23,0.003697459659211755
2017-11-24,0.005950139854529413
2017-11-27,0.11479165432943472
2017-11-28,-0.10873516256269133
2017-11-29,0.007369815123791645
2017-11-30,-0.07425133721940991
2017-12-01,0.1883504168166743
2017-12-04,0.03972114423786621
2017-12-06,-0.04543996316203369
2017-12-07,0.0757029628446847
2017-12-08,-0.05393532835318593
2017-12-12,0.10665816018358798
2017-12-13,0.009117048362466296
2017-12-14,0.04245550112338159
2017-12-15,0.050544184707690065
2017-12-18,0.04741761758713736
2017-12-19,-0.08957454490759809
2017-12-20,0.07927440156582699
2017-12-21,-0.035620380583100575
2017-12-22,-0.06175322257985638
2017-12-25,-0.03696517549385259
2017-12-26,-0.06639088109731783
2017-12-27,0.03236501029588934
2017-12-28,0.05994972861991699
2017-12-29,-0.1318309976263875
2018-01-03,0.0
2018-01-04,0.05986322685294698
2018-01-05,-0.12603089547807056
2018-01-08,-0.05575842173756107
2018-01-09,0.18307336103532645
2018-01-10,-0.0815399443732916
2018-01-11,0.007999554371513895
2018-01-12,-0.07219663934617282
2018-01-15,0.11770637592796429
2018-01-16,-0.0525533289401755
2018-01-17,0.13180578915109942
2018-01-18,0.01847170572599366
2018-01-19,-0.037897989146438604
2018-01-22,0.0071289662977469526
2018-01-23,0.07419124445714775
2018-01-24,0.006571249494503495
2018-01-25,0.061659170996506196
2018-01-26,0.032741798385472975
2018-01-29,-0.016386221926118938
2018-01-30,-0.023829120837399853
2018-01-31,0.0114233104756023
2018-02-01,-0.05557102101339517
2018-02-02,-0.03147196972235655
2018-02-05,-0.07285075355291104
2018-02-06,0.1521410176170035
2018-02-07,-0.06262522735383469
2018-02-08,-0.13935453668409625
2018-02-09,0.01467098333179151
2018-02-12,-0.04915734484616929
2018-02-13,-0.03304950146676511
2018-02-14,0.10025459588902474
2018-02-15,-0.11142604388799338
2018-02-16,-0.05261958828818314
2018-02-19,0.18793089891949033
2018-02-20,-0.000569670549033785
2018-02-21,0.1415103613275187
2018-02-22,0.13604730622054106
2018-02-23,-0.062241501309773795
2018-02-26,0.07392724033168163
2018-02-27,0.10879570774593372
2018-02-28,-0.07729110404171391
2018-03-02,-0.082182060461099
2018-03-05,0.028246149663207154
2018-03-06,0.17126551779357935
2018-03-07,-0.07416515158253123
2018-03-08,-0.050370509831051846
2018-03-09,0.21757699004298336
2018-03-12,0.06523533089414224
2018-03-13,-0.16742257282106887
2018-03-14,0.028773207947129786
2018-03-15,-0.0009402352775537137
2018-03-16,0.1441504854984086
2018-03-19,-0.0937484053733838
2018-03-20,0.004605892067225059
2018-03-21,-0.060851256086157046
2018-03-22,0.1015366713871424
2018-03-23,-0.022475955786259605
2018-03-26,-0.13894571317455529
2018-03-27,0.17996246809653427
2018-03-28,0.11354068431497355
2018-03-29,0.015928473613549432
2018-03-30,0.025885078007747753
2018-04-02,0.027251062362288248
2018-04-03,0.15496420791484944
2018-04-04,0.12783021959193686
2018-04-05,0.10959243189713064
2018-04-09,0.20062651134820253
2018-04-10,-0.2370333423609743
2018-04-11,-0.009435110296282745
2018-04-12,0.05607603239129544
2018-04-17,-0.06133995390734159
2018-04-18,-0.10146165559812015
2018-04-19,0.15925895105089816
2018-04-20,0.03883043856188362
2018-04-23,0.10922497148868737
2018-04-24,-0.09245331724789418
2018-04-25,0.052973012072997316
2018-04-26,-0.031167815083241512
2018-04-27,0.16502203140773142
2018-04-30,0.04026201298260168
2018-05-02,-0.04875242724519324
2018-05-03,-0.06603534766372421
2018-05-04,-0.07148159506850615
2018-05-07,0.04825751501621289
2018-05-08,-0.0752488954662387
2018-05-09,0.04738021265913983
2018-05-10,-0.07752499652127942
2018-05-11,-0.07938656003508382
2018-05-14,-0.040031303969077614
2018-05-15,-0.09546459487158043
2018-05-16,0.06220873258688153
2018-05-17,0.17895004082424792
2018-05-18,-0.09135403245910012
2018-05-21,-0.21072028230908657
2018-05-22,-0.09976738070950719
2018-05-23,-0.13603335320463017
2018-05-24,-0.1791461965078608
2018-05-25,0.1411201256847039
2018-05-28,-0.2052479707955711
2018-05-30,0.2286830813886137
2018-05-31,-0.02306986549100576
2018-06-01,-0.12234101393762942
2018-06-04,0.05350139735558834
2018-06-05,-0.1583533753666786
2018-06-06,0.15494882138336785
2018-06-07,0.04520927401927177
2018-06-08,-0.07678756647110985
2018-06-11,0.01555542780262631
2018-06-12,-0.04613008788733686
2018-06-13,-0.09244358492360161
2018-06-14,-0.02665355019576776
2018-06-15,-0.11841702443784319
2018-06-18,-0.12869660404445593
2018-06-19,0.16465615131310418
2018-06-20,-0.033448604773428814
2018-06-21,-0.13642351381089757
2018-06-22,0.09842460117541474
2018-06-25,-0.020154519554346995
